Year,User,Rpt_Area,TotalRF_n,YE_n,Black_n,Pelagic_n,Nonpel_n,NotYE_Nonpel_n,pYE,var_pYE,pYE_avgRptArea,var_pYE_avgRptArea,pBRF,var_pBRF,pBRF_avgRptArea,var_pBRF_avgRptArea,pPel,var_pPel,pPel_avgRptArea,var_pPel_avgRptArea,pNonpel,var_pNonpel,pNonpel_avgRptArea,var_pNonpel_avgRptArea,pYEinNonpel,var_pYEinNonpel,pYEinNonpel_avgRptArea,var_pYEinNonpel_avgRptArea,pBRFinPel,varBRFinPel,pBRFinPel_avgRptArea,var_pBRFinPel_avgRptArea,DSR_n,pDSR,var_pDSR,pDSR_avgRptArea,var_DSR_avgRptArea,pDSRinNonP,var_pDSRinNonP,pDSRinNonP_avgRptArea,var_DSRinNonP_avgRptArea,Slope_n,pSlope,var_pSlope,pSlope_avgRptArea,var_pSlopeAvgRptArea,pSlopeinNonP,var_pSlopeinNonP,pSlopeinNonP_avgRptArea,var_pSlopeinNonPAvgRptArea
2016,charter,EYKT,0,,,,,,,,0.007042991,9.43E-05,,,0.883258471,0.002851898,,,0.898996457,0.000941815,,,0.101003543,0.00094057,,,,,,,0.982617418,0.0016606,,,,0.09901073,0.000890345,,,,,,,,0.001992813,1.59E-05,,,,
2017,charter,EYKT,436,7,386,388,48,41,0.016055046,3.63E-05,0.007042991,9.43E-05,0.885321101,0.000233397,0.883258471,0.002851898,0.889908257,0.000225222,0.898996457,0.000941815,0.110091743,0.000225222,0.101003543,0.00094057,,,,,0.994845361,1.33E-05,0.982617418,0.0016606,45,0.103211009,0.000212778,0.09901073,0.000890345,,,,,3,0.006880734,1.57E-05,0.001992813,1.59E-05,,,,
2018,charter,EYKT,197,1,174,176,21,20,0.005076142,2.58E-05,0.007042991,9.43E-05,0.883248731,0.000526125,0.883258471,0.002851898,0.893401015,0.000485896,0.898996457,0.000941815,0.106598985,0.000485896,0.101003543,0.00094057,,,,,0.988636364,6.42E-05,0.982617418,0.0016606,21,0.106598985,0.000485896,0.09901073,0.000890345,,,,,0,0,0,0.001992813,1.59E-05,,,,
2019,charter,EYKT,197,0,166,179,18,18,0,0,0.007042991,9.43E-05,0.842639594,0.000676521,0.883258471,0.002851898,0.908629442,0.000423582,0.898996457,0.000941815,0.091370558,0.000423582,0.101003543,0.00094057,,,,,0.927374302,0.000378378,0.982617418,0.0016606,17,0.086294416,0.000402284,0.09901073,0.000890345,,,,,1,0.005076142,2.58E-05,0.001992813,1.59E-05,,,,
1998,private,EYKT,0,,,,,,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,,,,0.107905658,0.008498681,,,,,,,,0,0,,,,
1999,private,EYKT,0,,,,,,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,,,,0.107905658,0.008498681,,,,,,,,0,0,,,,
2000,private,EYKT,0,,,,,,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,,,,0.107905658,0.008498681,,,,,,,,0,0,,,,
2001,private,EYKT,0,,,,,,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,,,,0.107905658,0.008498681,,,,,,,,0,0,,,,
2002,private,EYKT,0,,,,,,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,,,,0.107905658,0.008498681,,,,,,,,0,0,,,,
2003,private,EYKT,0,,,,,,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,,,,0.107905658,0.008498681,,,,,,,,0,0,,,,
2004,private,EYKT,0,,,,,,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,,,,0.107905658,0.008498681,,,,,,,,0,0,,,,
2005,private,EYKT,0,,,,,,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,,,,0.107905658,0.008498681,,,,,,,,0,0,,,,
2006,private,EYKT,10,0,10,10,0,0,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,0,,,0.107905658,0.008498681,,,,,0,,,0,0,,,,
2007,private,EYKT,20,1,19,19,1,0,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,1,,,0.107905658,0.008498681,,,,,0,,,0,0,,,,
2008,private,EYKT,0,,,,,,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,,,,0.107905658,0.008498681,,,,,,,,0,0,,,,
2009,private,EYKT,24,0,24,24,0,0,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,0,,,0.107905658,0.008498681,,,,,0,,,0,0,,,,
2010,private,EYKT,36,0,36,36,0,0,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,0,,,0.107905658,0.008498681,,,,,0,,,0,0,,,,
2011,private,EYKT,0,,,,,,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,,,,0.107905658,0.008498681,,,,,,,,0,0,,,,
2012,private,EYKT,7,0,7,7,0,0,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,0,,,0.107905658,0.008498681,,,,,0,,,0,0,,,,
2013,private,EYKT,0,,,,,,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,,,,0.107905658,0.008498681,,,,,,,,0,0,,,,
2014,private,EYKT,0,,,,,,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,,,,0.107905658,0.008498681,,,,,,,,0,0,,,,
2015,private,EYKT,0,,,,,,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,,,,0.107905658,0.008498681,,,,,,,,0,0,,,,
2016,private,EYKT,0,,,0,0,,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,,,,0.107905658,0.008498681,,,,,,,,0,0,,,,
2017,private,EYKT,111,0,107,107,4,4,0,0,0,0.00E+00,0.963963964,0.000315795,0.819060634,0.0325518,0.963963964,0.000315795,0.892094342,0.00848067,0.036036036,0.000315795,0.107905658,0.008495971,,,,,1,0,0.910958904,0.012656697,4,0.036036036,0.000315795,0.107905658,0.008498681,,,,,0,0,0,0,0,,,,
2018,private,EYKT,89,0,60,73,16,16,0,0,0,0.00E+00,0.674157303,0.002496241,0.819060634,0.0325518,0.820224719,0.001675638,0.892094342,0.00848067,0.179775281,0.001675638,0.107905658,0.008495971,,,,,0.821917808,0.002032902,0.910958904,0.012656697,16,0.179775281,0.001675638,0.107905658,0.008498681,,,,,0,0,0,0,0,,,,
2019,private,EYKT,6,0,1,6,0,0,,,0,0.00E+00,,,0.819060634,0.0325518,,,0.892094342,0.00848067,,,0.107905658,0.008495971,,,,,,,0.910958904,0.012656697,0,,,0.107905658,0.008498681,,,,,0,,,0,0,,,,
1998,charter,IBS,0,,,,,,,,0.025807106,9.07E-05,,,0.86145632,0.001165413,,,0.87183521,0.001004349,,,0.12816479,0.001004111,,,0.198581147,0.002189181,,,0.988110855,0.000212661,,,,0.126651193,0.000981581,,,0.988819479,1.80E-05,,,,0.001513597,5.67E-04,,,0.011180521,0.00057381
1999,charter,IBS,0,,,,,,,,0.025807106,9.07E-05,,,0.86145632,0.001165413,,,0.87183521,0.001004349,,,0.12816479,0.001004111,,,0.198581147,0.002189181,,,0.988110855,0.000212661,,,,0.126651193,0.000981581,,,0.988819479,1.80E-05,,,,0.001513597,5.67E-04,,,0.011180521,0.00057381
2000,charter,IBS,0,,,,,,,,0.025807106,9.07E-05,,,0.86145632,0.001165413,,,0.87183521,0.001004349,,,0.12816479,0.001004111,,,0.198581147,0.002189181,,,0.988110855,0.000212661,,,,0.126651193,0.000981581,,,0.988819479,1.80E-05,,,,0.001513597,5.67E-04,,,0.011180521,0.00057381
2001,charter,IBS,0,,,,,,,,0.025807106,9.07E-05,,,0.86145632,0.001165413,,,0.87183521,0.001004349,,,0.12816479,0.001004111,,,0.198581147,0.002189181,,,0.988110855,0.000212661,,,,0.126651193,0.000981581,,,0.988819479,1.80E-05,,,,0.001513597,5.67E-04,,,0.011180521,0.00057381
2002,charter,IBS,0,,,,,,,,0.025807106,9.07E-05,,,0.86145632,0.001165413,,,0.87183521,0.001004349,,,0.12816479,0.001004111,,,0.198581147,0.002189181,,,0.988110855,0.000212661,,,,0.126651193,0.000981581,,,0.988819479,1.80E-05,,,,0.001513597,5.67E-04,,,0.011180521,0.00057381
2003,charter,IBS,0,,,,,,,,0.025807106,9.07E-05,,,0.86145632,0.001165413,,,0.87183521,0.001004349,,,0.12816479,0.001004111,,,0.198581147,0.002189181,,,0.988110855,0.000212661,,,,0.126651193,0.000981581,,,0.988819479,1.80E-05,,,,0.001513597,5.67E-04,,,0.011180521,0.00057381
2004,charter,IBS,0,,,,,,,,0.025807106,9.07E-05,,,0.86145632,0.001165413,,,0.87183521,0.001004349,,,0.12816479,0.001004111,,,0.198581147,0.002189181,,,0.988110855,0.000212661,,,,0.126651193,0.000981581,,,0.988819479,1.80E-05,,,,0.001513597,5.67E-04,,,0.011180521,0.00057381
2005,charter,IBS,0,,,,,,,,0.025807106,9.07E-05,,,0.86145632,0.001165413,,,0.87183521,0.001004349,,,0.12816479,0.001004111,,,0.198581147,0.002189181,,,0.988110855,0.000212661,,,,0.126651193,0.000981581,,,0.988819479,1.80E-05,,,,0.001513597,5.67E-04,,,0.011180521,0.00057381
2006,charter,IBS,1615,76,1355,1356,259,183,0.047058824,2.78E-05,0.025807106,9.07E-05,0.839009288,8.37E-05,0.86145632,0.001165413,0.839628483,8.34E-05,0.87183521,0.001004349,0.160371517,8.34E-05,0.12816479,0.001004111,0.293436293,0.00080361,0.198581147,0.002189181,0.999262537,5.44E-07,0.988110855,0.000212661,259,0.160371517,8.34E-05,0.126651193,0.000981581,1,0,0.988819479,1.80E-05,0,0,0,0.001513597,5.67E-04,0,0,0.011180521,0.00057381
2007,charter,IBS,970,25,851,851,119,94,0.025773196,2.59E-05,0.025807106,9.07E-05,0.877319588,0.000111073,0.86145632,0.001165413,0.877319588,0.000111073,0.87183521,0.001004349,0.122680412,0.000111073,0.12816479,0.001004111,0.210084034,0.001406345,0.198581147,0.002189181,1,0,0.988110855,0.000212661,119,0.122680412,0.000111073,0.126651193,0.000981581,1,0,0.988819479,1.80E-05,0,0,0,0.001513597,5.67E-04,0,0,0.011180521,0.00057381
2008,charter,IBS,1753,54,1471,1472,281,227,0.030804335,1.70E-05,0.025807106,9.07E-05,0.839132915,7.70E-05,0.86145632,0.001165413,0.839703366,7.68E-05,0.87183521,0.001004349,0.160296634,7.68E-05,0.12816479,0.001004111,0.192170819,0.000554433,0.198581147,0.002189181,0.999320652,4.62E-07,0.988110855,0.000212661,281,0.160296634,7.68E-05,0.126651193,0.000981581,1,0,0.988819479,1.80E-05,0,0,0,0.001513597,5.67E-04,0,0,0.011180521,0.00057381
2009,charter,IBS,1299,25,1180,1182,117,92,0.019245574,1.45E-05,0.025807106,9.07E-05,0.90839107,6.41E-05,0.86145632,0.001165413,0.909930716,6.31E-05,0.87183521,0.001004349,0.090069284,6.31E-05,0.12816479,0.001004111,0.213675214,0.001448432,0.198581147,0.002189181,0.998307953,1.43E-06,0.988110855,0.000212661,117,0.090069284,6.31E-05,0.126651193,0.000981581,1,0,0.988819479,1.80E-05,0,0,0,0.001513597,5.67E-04,0,0,0.011180521,0.00057381
2010,charter,IBS,822,31,646,659,163,132,0.037712895,4.42E-05,0.025807106,9.07E-05,0.785888078,0.000204955,0.86145632,0.001165413,0.801703163,0.000193636,0.87183521,0.001004349,0.198296837,0.000193636,0.12816479,0.001004111,0.190184049,0.000950704,0.198581147,0.002189181,0.980273141,2.94E-05,0.988110855,0.000212661,163,0.198296837,0.000193636,0.126651193,0.000981581,1,0,0.988819479,1.80E-05,0,0,0,0.001513597,5.67E-04,0,0,0.011180521,0.00057381
2011,charter,IBS,1495,33,1262,1280,215,182,0.022073579,1.44E-05,0.025807106,9.07E-05,0.844147157,8.81E-05,0.86145632,0.001165413,0.856187291,8.24E-05,0.87183521,0.001004349,0.143812709,8.24E-05,0.12816479,0.001004111,0.153488372,0.000607148,0.198581147,0.002189181,0.9859375,1.08E-05,0.988110855,0.000212661,210,0.140468227,8.08E-05,0.126651193,0.000981581,0.976744186,0.000106145,0.988819479,1.80E-05,5,0.003344482,2.23E-06,0.001513597,5.67E-04,0.023255814,0.000106145,0.011180521,0.00057381
2012,charter,IBS,1760,56,1445,1480,280,224,0.031818182,1.75E-05,0.025807106,9.07E-05,0.821022727,8.35E-05,0.86145632,0.001165413,0.840909091,7.61E-05,0.87183521,0.001004349,0.159090909,7.61E-05,0.12816479,0.001004111,0.2,0.000573477,0.198581147,0.002189181,0.976351351,1.56E-05,0.988110855,0.000212661,259,0.147159091,7.13E-05,0.126651193,0.000981581,0.925,0.000248656,0.988819479,1.80E-05,21,0.011931818,6.70E-06,0.001513597,5.67E-04,0.075,0.000248656,0.011180521,0.00057381
2013,charter,IBS,1945,16,1770,1778,167,151,0.008226221,4.20E-06,0.025807106,9.07E-05,0.910025707,4.21E-05,0.86145632,0.001165413,0.914138817,4.04E-05,0.87183521,0.001004349,0.085861183,4.04E-05,0.12816479,0.001004111,0.095808383,0.000521862,0.198581147,0.002189181,0.995500562,2.52E-06,0.988110855,0.000212661,167,0.085861183,4.04E-05,0.126651193,0.000981581,1,0,0.988819479,1.80E-05,0,0,0,0.001513597,5.67E-04,0,0,0.011180521,0.00057381
2014,charter,IBS,1986,41,1746,1748,238,197,0.020644512,1.02E-05,0.025807106,9.07E-05,0.879154079,5.35E-05,0.86145632,0.001165413,0.880161128,5.31E-05,0.87183521,0.001004349,0.119838872,5.31E-05,0.12816479,0.001004111,0.172268908,0.000601655,0.198581147,0.002189181,0.998855835,6.54E-07,0.988110855,0.000212661,238,0.119838872,5.31E-05,0.126651193,0.000981581,1,0,0.988819479,1.80E-05,0,0,0,0.001513597,5.67E-04,0,0,0.011180521,0.00057381
2015,charter,IBS,2087,44,1855,1861,226,182,0.021082894,9.89E-06,0.025807106,9.07E-05,0.888835649,4.74E-05,0.86145632,0.001165413,0.891710589,4.63E-05,0.87183521,0.001004349,0.108289411,4.63E-05,0.12816479,0.001004111,0.194690265,0.000696827,0.198581147,0.002189181,0.996775927,1.73E-06,0.988110855,0.000212661,226,0.108289411,4.63E-05,0.126651193,0.000981581,1,0,0.988819479,1.80E-05,0,0,0,0.001513597,5.67E-04,0,0,0.011180521,0.00057381
2016,charter,IBS,2092,60,1814,1815,277,217,0.028680688,1.33E-05,0.025807106,9.07E-05,0.867112811,5.51E-05,0.86145632,0.001165413,0.867590822,5.49E-05,0.87183521,0.001004349,0.132409178,5.49E-05,0.12816479,0.001004111,0.216606498,0.000614812,0.198581147,0.002189181,0.999449036,3.04E-07,0.988110855,0.000212661,277,0.132409178,5.49E-05,0.126651193,0.000981581,1,0,0.988819479,1.80E-05,0,0,0,0.001513597,5.67E-04,0,0,0.011180521,0.00057381
2017,charter,IBS,1832,54,1560,1621,211,157,0.029475983,1.56E-05,0.025807106,9.07E-05,0.851528384,6.90E-05,0.86145632,0.001165413,0.884825328,5.57E-05,0.87183521,0.001004349,0.115174672,5.57E-05,0.12816479,0.001004111,0.255924171,0.000906795,0.198581147,0.002189181,0.962368908,2.24E-05,0.988110855,0.000212661,211,0.115174672,5.57E-05,0.126651193,0.000981581,1,0,0.988819479,1.80E-05,0,0,0,0.001513597,5.67E-04,0,0,0.011180521,0.00057381
2018,charter,IBS,2337,42,2053,2099,238,196,0.017971759,7.56E-06,0.025807106,9.07E-05,0.87847668,4.57E-05,0.86145632,0.001165413,0.898160034,3.92E-05,0.87183521,0.001004349,0.101839966,3.92E-05,0.12816479,0.001004111,0.176470588,0.000613201,0.198581147,0.002189181,0.978084802,1.02E-05,0.988110855,0.000212661,225,0.096277279,3.72E-05,0.126651193,0.000981581,0.945378151,0.000217883,0.988819479,1.80E-05,13,0.005562687,2.37E-06,0.001513597,5.67E-04,0.054621849,0.000217883,0.011180521,0.00057381
2019,charter,IBS,2846,59,2477,2572,274,215,0.02073085,7.14E-06,0.025807106,9.07E-05,0.870344343,3.97E-05,0.86145632,0.001165413,0.903724526,3.06E-05,0.87183521,0.001004349,0.096275474,3.06E-05,0.12816479,0.001004111,0.215328467,0.000618909,0.198581147,0.002189181,0.963063764,1.38E-05,0.988110855,0.000212661,273,0.095924104,3.05E-05,0.126651193,0.000981581,0.996350365,1.33E-05,0.988819479,1.80E-05,1,0.00035137,1.23E-07,0.001513597,5.67E-04,0.003649635,1.33E-05,0.011180521,0.00057381
1998,private,IBS,0,,,,,,,,0.016214433,0.000277018,,,0.871238574,0.004396985,,,0.874791402,0.003923313,,,0.125208598,0.003921401,,,,,,,0.995695725,0.000193236,,,,0.124835742,0.003888643,,,,,,,,0.000372856,1.17E-06,,,,
1999,private,IBS,0,,,,,,,,0.016214433,0.000277018,,,0.871238574,0.004396985,,,0.874791402,0.003923313,,,0.125208598,0.003921401,,,,,,,0.995695725,0.000193236,,,,0.124835742,0.003888643,,,,,,,,0.000372856,1.17E-06,,,,
2000,private,IBS,0,,,,,,,,0.016214433,0.000277018,,,0.871238574,0.004396985,,,0.874791402,0.003923313,,,0.125208598,0.003921401,,,,,,,0.995695725,0.000193236,,,,0.124835742,0.003888643,,,,,,,,0.000372856,1.17E-06,,,,
2001,private,IBS,0,,,,,,,,0.016214433,0.000277018,,,0.871238574,0.004396985,,,0.874791402,0.003923313,,,0.125208598,0.003921401,,,,,,,0.995695725,0.000193236,,,,0.124835742,0.003888643,,,,,,,,0.000372856,1.17E-06,,,,
2002,private,IBS,0,,,,,,,,0.016214433,0.000277018,,,0.871238574,0.004396985,,,0.874791402,0.003923313,,,0.125208598,0.003921401,,,,,,,0.995695725,0.000193236,,,,0.124835742,0.003888643,,,,,,,,0.000372856,1.17E-06,,,,
2003,private,IBS,0,,,,,,,,0.016214433,0.000277018,,,0.871238574,0.004396985,,,0.874791402,0.003923313,,,0.125208598,0.003921401,,,,,,,0.995695725,0.000193236,,,,0.124835742,0.003888643,,,,,,,,0.000372856,1.17E-06,,,,
2004,private,IBS,0,,,,,,,,0.016214433,0.000277018,,,0.871238574,0.004396985,,,0.874791402,0.003923313,,,0.125208598,0.003921401,,,,,,,0.995695725,0.000193236,,,,0.124835742,0.003888643,,,,,,,,0.000372856,1.17E-06,,,,
2005,private,IBS,0,,,,,,,,0.016214433,0.000277018,,,0.871238574,0.004396985,,,0.874791402,0.003923313,,,0.125208598,0.003921401,,,,,,,0.995695725,0.000193236,,,,0.124835742,0.003888643,,,,,,,,0.000372856,1.17E-06,,,,
2006,private,IBS,150,0,136,136,14,14,0,0,0.016214433,0.000277018,0.906666667,0.000567934,0.871238574,0.004396985,0.906666667,0.000567934,0.874791402,0.003923313,0.093333333,0.000567934,0.125208598,0.003921401,,,,,1,0,0.995695725,0.000193236,14,0.093333333,0.000567934,0.124835742,0.003888643,,,,,0,0,0,0.000372856,1.17E-06,,,,
2007,private,IBS,137,0,130,130,7,7,0,0,0.016214433,0.000277018,0.948905109,0.000356501,0.871238574,0.004396985,0.948905109,0.000356501,0.874791402,0.003923313,0.051094891,0.000356501,0.125208598,0.003921401,,,,,1,0,0.995695725,0.000193236,7,0.051094891,0.000356501,0.124835742,0.003888643,,,,,0,0,0,0.000372856,1.17E-06,,,,
2008,private,IBS,67,3,53,53,14,11,0.044776119,0.000648049,0.016214433,0.000277018,0.791044776,0.002504438,0.871238574,0.004396985,0.791044776,0.002504438,0.874791402,0.003923313,0.208955224,0.002504438,0.125208598,0.003921401,,,,,1,0,0.995695725,0.000193236,14,0.208955224,0.002504438,0.124835742,0.003888643,,,,,0,0,0,0.000372856,1.17E-06,,,,
2009,private,IBS,168,3,157,157,11,8,0.017857143,0.00010502,0.016214433,0.000277018,0.93452381,0.000366402,0.871238574,0.004396985,0.93452381,0.000366402,0.874791402,0.003923313,0.06547619,0.000366402,0.125208598,0.003921401,,,,,1,0,0.995695725,0.000193236,11,0.06547619,0.000366402,0.124835742,0.003888643,,,,,0,0,0,0.000372856,1.17E-06,,,,
2010,private,IBS,165,3,144,144,21,18,0.018181818,0.000108849,0.016214433,0.000277018,0.872727273,0.000677283,0.871238574,0.004396985,0.872727273,0.000677283,0.874791402,0.003923313,0.127272727,0.000677283,0.125208598,0.003921401,,,,,1,0,0.995695725,0.000193236,21,0.127272727,0.000677283,0.124835742,0.003888643,,,,,0,0,0,0.000372856,1.17E-06,,,,
2011,private,IBS,276,5,228,228,48,43,0.018115942,6.47E-05,0.016214433,0.000277018,0.826086957,0.000522427,0.871238574,0.004396985,0.826086957,0.000522427,0.874791402,0.003923313,0.173913043,0.000522427,0.125208598,0.003921401,,,,,1,0,0.995695725,0.000193236,48,0.173913043,0.000522427,0.124835742,0.003888643,,,,,0,0,0,0.000372856,1.17E-06,,,,
2012,private,IBS,128,3,100,105,23,20,0.0234375,0.000180222,0.016214433,0.000277018,0.78125,0.001345657,0.871238574,0.004396985,0.8203125,0.001160629,0.874791402,0.003923313,0.1796875,0.001160629,0.125208598,0.003921401,,,,,0.952380952,0.000436072,0.995695725,0.000193236,23,0.1796875,0.001160629,0.124835742,0.003888643,,,,,0,0,0,0.000372856,1.17E-06,,,,
2013,private,IBS,39,0,34,35,4,4,,,0.016214433,0.000277018,,,0.871238574,0.004396985,,,0.874791402,0.003923313,,,0.125208598,0.003921401,,,,,,,0.995695725,0.000193236,4,,,0.124835742,0.003888643,,,,,0,,,0.000372856,1.17E-06,,,,
2014,private,IBS,13,0,8,8,5,5,,,0.016214433,0.000277018,,,0.871238574,0.004396985,,,0.874791402,0.003923313,,,0.125208598,0.003921401,,,,,,,0.995695725,0.000193236,4,,,0.124835742,0.003888643,,,,,1,,,0.000372856,1.17E-06,,,,
2015,private,IBS,55,0,54,54,1,1,0,0,0.016214433,0.000277018,0.981818182,0.000330579,0.871238574,0.004396985,0.981818182,0.000330579,0.874791402,0.003923313,0.018181818,0.000330579,0.125208598,0.003921401,,,,,1,0,0.995695725,0.000193236,1,0.018181818,0.000330579,0.124835742,0.003888643,,,,,0,0,0,0.000372856,1.17E-06,,,,
2016,private,IBS,80,3,68,68,12,9,0.0375,0.000456883,0.016214433,0.000277018,0.85,0.001613924,0.871238574,0.004396985,0.85,0.001613924,0.874791402,0.003923313,0.15,0.001613924,0.125208598,0.003921401,,,,,1,0,0.995695725,0.000193236,12,0.15,0.001613924,0.124835742,0.003888643,,,,,0,0,0,0.000372856,1.17E-06,,,,
2017,private,IBS,280,0,247,248,32,32,0,0,0.016214433,0.000277018,0.882142857,0.000372641,0.871238574,0.004396985,0.885714286,0.000362812,0.874791402,0.003923313,0.114285714,0.000362812,0.125208598,0.003921401,,,,,0.995967742,1.63E-05,0.995695725,0.000193236,32,0.114285714,0.000362812,0.124835742,0.003888643,,,,,0,0,0,0.000372856,1.17E-06,,,,
2018,private,IBS,154,5,125,125,29,24,0.032467532,0.000205316,0.016214433,0.000277018,0.811688312,0.000999022,0.871238574,0.004396985,0.811688312,0.000999022,0.874791402,0.003923313,0.188311688,0.000999022,0.125208598,0.003921401,,,,,1,0,0.995695725,0.000193236,29,0.188311688,0.000999022,0.124835742,0.003888643,,,,,0,0,0,0.000372856,1.17E-06,,,,
2019,private,IBS,447,1,388,388,59,58,0.002237136,5.00E-06,0.016214433,0.000277018,0.868008949,0.000256882,0.871238574,0.004396985,0.868008949,0.000256882,0.874791402,0.003923313,0.131991051,0.000256882,0.125208598,0.003921401,0.016949153,0.000287274,,,1,0,0.995695725,0.000193236,57,0.127516779,0.000249453,0.124835742,0.003888643,0.966101695,0.000564642,,,2,0.004474273,9.99E-06,0.000372856,1.17E-06,0.033898305,0.000564642,,
1998,charter,NSEI,0,,,,,,,,0.113485962,0.005947854,,,0.451470113,0.018841394,,,0.658473355,0.010233173,,,0.341526645,0.010240154,,,0.301941222,0.016416871,,,0.714755962,0.065417313,,,,0.287155997,0.012325815,,,0.818939746,0.011583263,,,,0.058596568,0.00144544,,,0.199241256,0.024688196
1999,charter,NSEI,0,,,,,,,,0.113485962,0.005947854,,,0.451470113,0.018841394,,,0.658473355,0.010233173,,,0.341526645,0.010240154,,,0.301941222,0.016416871,,,0.714755962,0.065417313,,,,0.287155997,0.012325815,,,0.818939746,0.011583263,,,,0.058596568,0.00144544,,,0.199241256,0.024688196
2000,charter,NSEI,0,,,,,,,,0.113485962,0.005947854,,,0.451470113,0.018841394,,,0.658473355,0.010233173,,,0.341526645,0.010240154,,,0.301941222,0.016416871,,,0.714755962,0.065417313,,,,0.287155997,0.012325815,,,0.818939746,0.011583263,,,,0.058596568,0.00144544,,,0.199241256,0.024688196
2001,charter,NSEI,0,,,,,,,,0.113485962,0.005947854,,,0.451470113,0.018841394,,,0.658473355,0.010233173,,,0.341526645,0.010240154,,,0.301941222,0.016416871,,,0.714755962,0.065417313,,,,0.287155997,0.012325815,,,0.818939746,0.011583263,,,,0.058596568,0.00144544,,,0.199241256,0.024688196
2002,charter,NSEI,0,,,,,,,,0.113485962,0.005947854,,,0.451470113,0.018841394,,,0.658473355,0.010233173,,,0.341526645,0.010240154,,,0.301941222,0.016416871,,,0.714755962,0.065417313,,,,0.287155997,0.012325815,,,0.818939746,0.011583263,,,,0.058596568,0.00144544,,,0.199241256,0.024688196
2003,charter,NSEI,0,,,,,,,,0.113485962,0.005947854,,,0.451470113,0.018841394,,,0.658473355,0.010233173,,,0.341526645,0.010240154,,,0.301941222,0.016416871,,,0.714755962,0.065417313,,,,0.287155997,0.012325815,,,0.818939746,0.011583263,,,,0.058596568,0.00144544,,,0.199241256,0.024688196
2004,charter,NSEI,0,,,,,,,,0.113485962,0.005947854,,,0.451470113,0.018841394,,,0.658473355,0.010233173,,,0.341526645,0.010240154,,,0.301941222,0.016416871,,,0.714755962,0.065417313,,,,0.287155997,0.012325815,,,0.818939746,0.011583263,,,,0.058596568,0.00144544,,,0.199241256,0.024688196
2005,charter,NSEI,0,,,,,,,,0.113485962,0.005947854,,,0.451470113,0.018841394,,,0.658473355,0.010233173,,,0.341526645,0.010240154,,,0.301941222,0.016416871,,,0.714755962,0.065417313,,,,0.287155997,0.012325815,,,0.818939746,0.011583263,,,,0.058596568,0.00144544,,,0.199241256,0.024688196
