Year,Rpt_Area,Assemblage,User,NumRelFish,Proportion,Var,Mrate,Mean_wt_lbs,STD_Error_mWT,Mort Rel num fish,Rel biomass lbs
2010,CSEO,Slope_sm,Charter,26,1,0,0.9,3.266631211,0.228499026,23.4,76.43917035
2011,CSEO,Slope_sm,Charter,3,0.75,0.0625,0.9,2.97145434,0.207039142,2.7,8.022926717
2012,CSEO,Slope_sm,Charter,15,1,0,0.9,3.370666801,0.128215218,13.5,45.50400181
2013,CSEO,Slope_sm,Charter,6,1,0,0.2,3.698459948,0.116306853,1.2,4.438151938
2014,CSEO,Slope_sm,Charter,1,1,0,0.2,3.140068497,0.135677681,0.2,0.628013699
2015,CSEO,Slope_sm,Charter,19,1,0,0.2,2.814993063,0.107924297,3.8,10.69697364
2016,CSEO,Slope_sm,Charter,23,1,0,0.2,3.000653867,0.124070339,4.6,13.80300779
2017,CSEO,Slope_sm,Charter,15,0.882352941,0.006487889,0.2,2.855411709,0.172606373,3,8.566235127
2018,CSEO,Slope_sm,Charter,41,0.561643836,0.003419445,0.2,3.736906339,0.143732449,8.2,30.64263198
2019,CSEO,Slope_sm,Charter,11,0.733333333,0.013968254,0.2,3.823582763,0.248157431,2.2,8.411882079
2020,CSEO,Slope_sm,Charter,8,1,0,0.2,3.046340462,0.172800194,1.6,4.874144739
2021,CSEO,Slope_sm,Charter,86,0.87755102,0.001107786,0.2,4.055636063,0.154712955,17.2,69.75694028
2022,CSEO,Slope_sm,Charter,10,0.344827586,0.008068626,0.2,3.476887166,0.129675106,2,6.953774333
2023,CSEO,Slope_sm,Charter,24,0.615384615,0.006228589,0.2,3.414913814,0.14612357,4.8,16.39158631
2024,CSEO,Slope_sm,Charter,52,0.658227848,0.002884153,0.2,2.68924237,0.101016313,10.4,27.96812065
2000,CSEO,Slope_sm,Private,0,0,0,0.9,3.362281087,0.267436141,0,0
2001,CSEO,Slope_sm,Private,0,0,0,0.9,3.362281087,0.267436141,0,0
2002,CSEO,Slope_sm,Private,0,0,0,0.9,3.362281087,0.267436141,0,0
2003,CSEO,Slope_sm,Private,0,0,0,0.9,3.362281087,0.267436141,0,0
2004,CSEO,Slope_sm,Private,0,0,0,0.9,3.362281087,0.267436141,0,0
2005,CSEO,Slope_sm,Private,0,0,0,0.9,3.362281087,0.267436141,0,0
2006,CSEO,Slope_sm,Private,1,1,0,0.9,3.022703499,0.066870658,0.9,2.720433149
2007,CSEO,Slope_sm,Private,2,1,0,0.9,3.022703499,0.066870658,1.8,5.440866297
2008,CSEO,Slope_sm,Private,0,0,0,0.9,3.022703499,0.066870658,0,0
2009,CSEO,Slope_sm,Private,3,1,0,0.9,3.022703499,0.066870658,2.7,8.161299446
2010,CSEO,Slope_sm,Private,7,0.583333333,0.02209596,0.9,3.022703499,0.066870658,6.3,19.04303204
2011,CSEO,Slope_sm,Private,0,0,0,0.9,3.022703499,0.066870658,0,0
2012,CSEO,Slope_sm,Private,5,1,0,0.9,3.022703499,0.066870658,4.5,13.60216574
2013,CSEO,Slope_sm,Private,2,1,0,0.8,3.022703499,0.066870658,1.6,4.836325598
2014,CSEO,Slope_sm,Private,6,1,0,0.8,3.022703499,0.066870658,4.8,14.50897679
2015,CSEO,Slope_sm,Private,1,1,0,0.8,3.022703499,0.066870658,0.8,2.418162799
2016,CSEO,Slope_sm,Private,9,1,0,0.8,2.427259639,0.15595865,7.2,17.4762694
2017,CSEO,Slope_sm,Private,6,1,0,0.7,2.94931887,0.061744364,4.2,12.38713926
2018,CSEO,Slope_sm,Private,5,0.454545455,0.024793388,0.6,2.94931887,0.061744364,3,8.847956611
2019,CSEO,Slope_sm,Private,6,1,0,0.5,2.94931887,0.061744364,3,8.847956611
2020,CSEO,Slope_sm,Private,10,1,0,0.2,2.94931887,0.061744364,2,5.898637741
2021,CSEO,Slope_sm,Private,26,1,0,0.2,2.94931887,0.061744364,5.2,15.33645813
2022,CSEO,Slope_sm,Private,3,1,0,0.2,2.94931887,0.061744364,0.6,1.769591322
2023,CSEO,Slope_sm,Private,6,0.461538462,0.020710059,0.2,3.173927716,0.042423333,1.2,3.80871326
2024,CSEO,Slope_sm,Private,5,0.714285714,0.034013605,0.2,3.173927716,0.042423333,1,3.173927716
2000,CSEO,Yelloweye,Charter,31,0.145539906,0.000586595,0.9,7.829289411,0.061789004,27.9,218.4371746
2001,CSEO,Yelloweye,Charter,16,0.111111111,0.000690667,0.9,7.829289411,0.061789004,14.4,112.7417675
2002,CSEO,Yelloweye,Charter,12,0.666666667,0.013071895,0.9,7.829289411,0.061789004,10.8,84.55632564
2003,CSEO,Yelloweye,Charter,7,0.101449275,0.001340549,0.9,7.829289411,0.061789004,6.3,49.32452329
2004,CSEO,Yelloweye,Charter,18,0.315789474,0.00385833,0.9,7.829289411,0.061789004,16.2,126.8344885
2005,CSEO,Yelloweye,Charter,0,0,0,0.9,7.829289411,0.061789004,0,0
2006,CSEO,Yelloweye,Charter,55,0.135802469,0.000290495,0.9,8.164162465,0.117269462,49.5,404.126042
2007,CSEO,Yelloweye,Charter,62,0.158567775,0.000342113,0.9,7.548684095,0.183654728,55.8,421.2165725
2008,CSEO,Yelloweye,Charter,77,0.195928753,0.000401889,0.9,7.978563222,0.145420357,69.3,552.9144313
2009,CSEO,Yelloweye,Charter,51,0.28021978,0.001114346,0.9,7.65612685,0.129241039,45.9,351.4162224
2010,CSEO,Yelloweye,Charter,127,0.389570552,0.000731709,0.9,7.589297532,0.135603283,114.3,867.4567079
2011,CSEO,Yelloweye,Charter,104,0.202729045,0.000315684,0.9,7.03645385,0.13902035,93.6,658.6120804
2012,CSEO,Yelloweye,Charter,145,0.403899721,0.000672527,0.9,6.829266389,0.102993658,130.5,891.2192637
2013,CSEO,Yelloweye,Charter,168,0.298401421,0.000372523,0.2,6.753955098,0.108375389,33.6,226.9328913
2014,CSEO,Yelloweye,Charter,68,0.365591398,0.001253699,0.2,6.896496439,0.173234644,13.6,93.79235156
2015,CSEO,Yelloweye,Charter,73,0.316017316,0.000939784,0.2,6.735970187,0.161355708,14.6,98.34516472
2016,CSEO,Yelloweye,Charter,189,0.297169811,0.000328913,0.2,6.8082347,0.118722051,37.8,257.3512716
2017,CSEO,Yelloweye,Charter,234,0.387417219,0.000393574,0.2,6.719605205,0.193160214,46.8,314.4775236
2018,CSEO,Yelloweye,Charter,377,0.480867347,0.000318817,0.2,6.994001225,0.127401974,75.4,527.3476924
2019,CSEO,Yelloweye,Charter,150,0.295857988,0.000411712,0.2,6.701198214,0.149393988,30,201.0359464
2020,CSEO,Yelloweye,Charter,188,0.458536585,0.000607043,0.2,6.805065014,0.065517782,37.6,255.8704445
2021,CSEO,Yelloweye,Charter,648,0.526829268,0.000202832,0.2,6.805065014,0.065517782,129.6,881.9364258
2022,CSEO,Yelloweye,Charter,330,0.388235294,0.000279751,0.2,6.805065014,0.065517782,66,449.1342909
2023,CSEO,Yelloweye,Charter,427,0.326952527,0.000168624,0.2,6.805065014,0.065517782,85.4,581.1525522
2024,CSEO,Yelloweye,Charter,462,0.309444072,0.000143223,0.2,6.805065014,0.065517782,92.4,628.7880073
2000,CSEO,Yelloweye,Private,6,0.15,0.003269231,0.9,7.275002251,0.339064677,5.4,39.28501215
2001,CSEO,Yelloweye,Private,6,0.058252427,0.000537834,0.9,7.275002251,0.339064677,5.4,39.28501215
2002,CSEO,Yelloweye,Private,6,0.214285714,0.006235828,0.9,7.275002251,0.339064677,5.4,39.28501215
2003,CSEO,Yelloweye,Private,2,0.125,0.007291667,0.9,7.275002251,0.339064677,1.8,13.09500405
2004,CSEO,Yelloweye,Private,0,0,0,0.9,7.275002251,0.339064677,0,0
2005,CSEO,Yelloweye,Private,0,0,0,0.9,7.275002251,0.339064677,0,0
2006,CSEO,Yelloweye,Private,6,0.016528926,4.49053E-05,0.9,6.681947192,0.116254225,5.4,36.08251484
2007,CSEO,Yelloweye,Private,3,0.009375,2.91132E-05,0.9,6.681947192,0.116254225,2.7,18.04125742
2008,CSEO,Yelloweye,Private,8,0.028169014,9.67333E-05,0.9,6.681947192,0.116254225,7.2,48.11001978
2009,CSEO,Yelloweye,Private,3,0.011673152,4.5066E-05,0.9,6.681947192,0.116254225,2.7,18.04125742
2010,CSEO,Yelloweye,Private,14,0.040816327,0.000114475,0.9,6.681947192,0.116254225,12.6,84.19253462
2011,CSEO,Yelloweye,Private,4,0.026143791,0.000167502,0.9,6.966578626,0.426471755,3.6,25.07968305
2012,CSEO,Yelloweye,Private,11,0.042471042,0.000157625,0.9,6.910439597,0.369866442,9.9,68.41335201
2013,CSEO,Yelloweye,Private,0,0,0,0.8,6.620323643,0.289795231,0,0
2014,CSEO,Yelloweye,Private,14,0.053639847,0.000195241,0.8,5.215969993,0.291329028,11.2,58.41886392
2015,CSEO,Yelloweye,Private,1,0.016949153,0.000287274,0.8,6.790554676,0.383525655,0.8,5.432443741
2016,CSEO,Yelloweye,Private,21,0.055702918,0.000139894,0.8,6.835496378,0.390982376,16.8,114.8363391
2017,CSEO,Yelloweye,Private,12,0.10619469,0.000847477,0.7,6.225604476,0.394327105,8.4,52.2950776
2018,CSEO,Yelloweye,Private,22,0.095238095,0.000374643,0.6,6.720349758,0.390678807,13.2,88.70861681
2019,CSEO,Yelloweye,Private,14,0.060344828,0.000245469,0.5,6.775412364,0.285353097,7,47.42788655
2020,CSEO,Yelloweye,Private,21,0.153284672,0.000954327,0.2,6.684710697,0.166227895,4.2,28.07578493
2021,CSEO,Yelloweye,Private,56,0.176100629,0.000457695,0.2,6.684710697,0.166227895,11.2,74.86875981
2022,CSEO,Yelloweye,Private,32,0.104575163,0.000307014,0.2,6.684710697,0.166227895,6.4,42.78214846
2023,CSEO,Yelloweye,Private,64,0.183908046,0.000432524,0.2,6.684710697,0.166227895,12.8,85.56429693
2024,CSEO,Yelloweye,Private,63,0.173553719,0.000396223,0.2,6.684710697,0.166227895,12.6,84.22735479
2000,EWYKT,Black,Charter,0,0,0,0,4.598293039,0.034059907,0,0
2001,EWYKT,Black,Charter,0,0,0,0,4.598293039,0.034059907,0,0
2002,EWYKT,Black,Charter,0,0,0,0,4.598293039,0.034059907,0,0
2003,EWYKT,Black,Charter,0,0,0,0.15,4.598293039,0.034059907,0,0
2003,EWYKT,Black,Charter,0,0,0,0.15,4.598293039,0.034059907,0,0
2004,EWYKT,Black,Charter,0,0,0,0.15,4.598293039,0.034059907,0,0
2004,EWYKT,Black,Charter,0,0,0,0.15,4.598293039,0.034059907,0,0
2005,EWYKT,Black,Charter,0,0,0,0,4.598293039,0.034059907,0,0
2006,EWYKT,Black,Charter,303,0.943925234,0.000165407,0.15,4.444311912,0.102300446,45.45,201.9939764
2006,EWYKT,Black,Charter,303,0.943925234,0.000165407,0.15,4.444311912,0.102300446,45.45,201.9939764
2007,EWYKT,Black,Charter,143,0.986206897,9.44643E-05,0.15,4.562454643,0.130612538,21.45,97.86465209
2007,EWYKT,Black,Charter,143,0.986206897,9.44643E-05,0.15,4.562454643,0.130612538,21.45,97.86465209
2008,EWYKT,Black,Charter,1,0.5,0.25,0.15,4.780243852,0.043585657,0.15,0.717036578
2008,EWYKT,Black,Charter,1,0.5,0.25,0.15,4.780243852,0.043585657,0.15,0.717036578
2009,EWYKT,Black,Charter,44,0.956521739,0.000924176,0.15,4.243426469,0.077247449,6.6,28.00661469
2009,EWYKT,Black,Charter,44,0.956521739,0.000924176,0.15,4.243426469,0.077247449,6.6,28.00661469
2010,EWYKT,Black,Charter,29,0.966666667,0.001111111,0.15,4.226213665,0.125882835,4.35,18.38402944
2010,EWYKT,Black,Charter,29,0.966666667,0.001111111,0.15,4.226213665,0.125882835,4.35,18.38402944
2011,EWYKT,Black,Charter,11,0.733333333,0.013968254,0.15,4.2477666,0.023218185,1.65,7.00881489
2011,EWYKT,Black,Charter,11,0.733333333,0.013968254,0.15,4.2477666,0.023218185,1.65,7.00881489
2012,EWYKT,Black,Charter,20,0.769230769,0.007100592,0.15,4.172576432,0.113884206,3,12.5177293
2012,EWYKT,Black,Charter,20,0.769230769,0.007100592,0.15,4.172576432,0.113884206,3,12.5177293
2013,EWYKT,Black,Charter,21,0.84,0.0056,0.15,4.07394871,0.089813014,3.15,12.83293844
2013,EWYKT,Black,Charter,21,0.84,0.0056,0.15,4.07394871,0.089813014,3.15,12.83293844
2014,EWYKT,Black,Charter,1,1,0,0.15,4.150335276,0.085882644,0.15,0.622550291
2014,EWYKT,Black,Charter,1,1,0,0.15,4.150335276,0.085882644,0.15,0.622550291
2015,EWYKT,Black,Charter,13,0.722222222,0.011801017,0.15,3.9987514,0.09339059,1.95,7.797565229
2015,EWYKT,Black,Charter,13,0.722222222,0.011801017,0.15,3.9987514,0.09339059,1.95,7.797565229
2016,EWYKT,Black,Charter,0,0,0,0.15,4.077813328,0.085324666,0,0
2016,EWYKT,Black,Charter,0,0,0,0.15,4.077813328,0.085324666,0,0
2017,EWYKT,Black,Charter,38,0.575757576,0.003757858,0.15,4.107704574,0.087471668,5.7,23.41391607
2017,EWYKT,Black,Charter,38,0.575757576,0.003757858,0.15,4.107704574,0.087471668,5.7,23.41391607
2018,EWYKT,Black,Charter,61,0.897058824,0.001378273,0.15,3.918145117,0.067009565,9.15,35.85102782
2018,EWYKT,Black,Charter,61,0.897058824,0.001378273,0.15,3.918145117,0.067009565,9.15,35.85102782
2019,EWYKT,Black,Charter,240,0.444444444,0.000458096,0.15,3.688722208,0.069486582,36,132.7939995
2019,EWYKT,Black,Charter,240,0.444444444,0.000458096,0.15,3.688722208,0.069486582,36,132.7939995
2020,EWYKT,Black,Charter,105,0.532994924,0.001269956,0.15,3.268970414,0.076575847,15.75,51.48628402
2020,EWYKT,Black,Charter,105,0.532994924,0.001269956,0.15,3.268970414,0.076575847,15.75,51.48628402
2021,EWYKT,Black,Charter,47,0.311258278,0.001429177,0.15,3.316880106,0.054873818,7.05,23.38400474
2021,EWYKT,Black,Charter,47,0.311258278,0.001429177,0.15,3.316880106,0.054873818,7.05,23.38400474
2022,EWYKT,Black,Charter,223,0.291884817,0.000270889,0.15,3.656130933,0.042147671,33.45,122.2975797
2022,EWYKT,Black,Charter,223,0.291884817,0.000270889,0.15,3.656130933,0.042147671,33.45,122.2975797
2023,EWYKT,Black,Charter,285,0.490533563,0.00043088,0.15,3.627656442,0.032177523,42.75,155.0823129
2023,EWYKT,Black,Charter,285,0.490533563,0.00043088,0.15,3.627656442,0.032177523,42.75,155.0823129
2024,EWYKT,Black,Charter,82,0.215789474,0.000446502,0.15,3.766035879,0.034572339,12.3,46.32224131
2024,EWYKT,Black,Charter,82,0.215789474,0.000446502,0.15,3.766035879,0.034572339,12.3,46.32224131
2000,EWYKT,Black,Private,0,0,0,0,4.565895486,0.033804009,0,0
2001,EWYKT,Black,Private,0,0,0,0,4.565895486,0.033804009,0,0
2002,EWYKT,Black,Private,0,0,0,0,4.565895486,0.033804009,0,0
2003,EWYKT,Black,Private,0,0,0,0,4.565895486,0.033804009,0,0
2004,EWYKT,Black,Private,0,0,0,0,4.565895486,0.033804009,0,0
2005,EWYKT,Black,Private,0,0,0,0,4.565895486,0.033804009,0,0
2006,EWYKT,Black,Private,46,0.901960784,0.001768551,0.15,3.738191795,0.06992898,6.9,25.79352338
2006,EWYKT,Black,Private,46,0.901960784,0.001768551,0.15,3.738191795,0.06992898,6.9,25.79352338
2007,EWYKT,Black,Private,75,0.986842105,0.00017313,0.15,3.738191795,0.06992898,11.25,42.05465769
2007,EWYKT,Black,Private,75,0.986842105,0.00017313,0.15,3.738191795,0.06992898,11.25,42.05465769
2008,EWYKT,Black,Private,1,0.083333333,0.006944444,0.15,3.738191795,0.06992898,0.15,0.560728769
2008,EWYKT,Black,Private,1,0.083333333,0.006944444,0.15,3.738191795,0.06992898,0.15,0.560728769
2009,EWYKT,Black,Private,110,0.956521739,0.000364806,0.15,3.738191795,0.06992898,16.5,61.68016461
2009,EWYKT,Black,Private,110,0.956521739,0.000364806,0.15,3.738191795,0.06992898,16.5,61.68016461
2010,EWYKT,Black,Private,33,0.868421053,0.003088268,0.15,3.738191795,0.06992898,4.95,18.50404938
2010,EWYKT,Black,Private,33,0.868421053,0.003088268,0.15,3.738191795,0.06992898,4.95,18.50404938
2011,EWYKT,Black,Private,24,0.923076923,0.002840237,0.15,3.738191795,0.06992898,3.6,13.45749046
2011,EWYKT,Black,Private,24,0.923076923,0.002840237,0.15,3.738191795,0.06992898,3.6,13.45749046
2012,EWYKT,Black,Private,5,0.3125,0.014322917,0.15,3.738191795,0.06992898,0.75,2.803643846
2012,EWYKT,Black,Private,5,0.3125,0.014322917,0.15,3.738191795,0.06992898,0.75,2.803643846
2013,EWYKT,Black,Private,0,0,0,0.15,3.738191795,0.06992898,0,0
2013,EWYKT,Black,Private,0,0,0,0.15,3.738191795,0.06992898,0,0
2014,EWYKT,Black,Private,0,0,0,0.15,3.738191795,0.06992898,0,0
2014,EWYKT,Black,Private,0,0,0,0.15,3.738191795,0.06992898,0,0
2015,EWYKT,Black,Private,0,0,0,0.15,3.738191795,0.06992898,0,0
2015,EWYKT,Black,Private,0,0,0,0.15,3.738191795,0.06992898,0,0
2016,EWYKT,Black,Private,0,0,0,0.15,3.738191795,0.06992898,0,0
2016,EWYKT,Black,Private,0,0,0,0.15,3.738191795,0.06992898,0,0
2017,EWYKT,Black,Private,26,0.553191489,0.005373275,0.15,3.738191795,0.06992898,3.9,14.578948
2017,EWYKT,Black,Private,26,0.553191489,0.005373275,0.15,3.738191795,0.06992898,3.9,14.578948
2018,EWYKT,Black,Private,23,0.56097561,0.006157049,0.15,3.738191795,0.06992898,3.45,12.89676169
2018,EWYKT,Black,Private,23,0.56097561,0.006157049,0.15,3.738191795,0.06992898,3.45,12.89676169
2019,EWYKT,Black,Private,129,0.668393782,0.001154393,0.15,3.76953561,0.103330214,19.35,72.94051406
2019,EWYKT,Black,Private,129,0.668393782,0.001154393,0.15,3.76953561,0.103330214,19.35,72.94051406
2020,EWYKT,Black,Private,37,0.698113208,0.004052907,0.15,3.738191795,0.06992898,5.55,20.74696446
2020,EWYKT,Black,Private,37,0.698113208,0.004052907,0.15,3.738191795,0.06992898,5.55,20.74696446
2021,EWYKT,Black,Private,50,0.714285714,0.002957705,0.15,3.072959643,0.108974829,7.5,23.04719732
2021,EWYKT,Black,Private,50,0.714285714,0.002957705,0.15,3.072959643,0.108974829,7.5,23.04719732
2022,EWYKT,Black,Private,53,0.688311688,0.002822878,0.15,3.07899811,0.079177722,7.95,24.47803497
2022,EWYKT,Black,Private,53,0.688311688,0.002822878,0.15,3.07899811,0.079177722,7.95,24.47803497
2023,EWYKT,Black,Private,306,0.788659794,0.000430686,0.15,3.377030624,0.049812025,45.9,155.0057056
2023,EWYKT,Black,Private,306,0.788659794,0.000430686,0.15,3.377030624,0.049812025,45.9,155.0057056
2024,EWYKT,Black,Private,72,0.354679803,0.001133079,0.15,3.436398782,0.0424181,10.8,37.11310685
2024,EWYKT,Black,Private,72,0.354679803,0.001133079,0.15,3.436398782,0.0424181,10.8,37.11310685
2000,EWYKT,DSRlessYE,Charter,0,0,0,0,3.23454648,0.057122533,0,0
2001,EWYKT,DSRlessYE,Charter,0,0,0,0,3.23454648,0.057122533,0,0
2002,EWYKT,DSRlessYE,Charter,0,0,0,0,3.23454648,0.057122533,0,0
2003,EWYKT,DSRlessYE,Charter,0,0,0,0.9,3.23454648,0.057122533,0,0
2004,EWYKT,DSRlessYE,Charter,0,0,0,0.9,3.23454648,0.057122533,0,0
2005,EWYKT,DSRlessYE,Charter,0,0,0,0,3.23454648,0.057122533,0,0
2006,EWYKT,DSRlessYE,Charter,0,0.000165407,0,0.9,3.065910336,0.091207877,0,0
2007,EWYKT,DSRlessYE,Charter,0,9.44643E-05,0,0.9,3.14512532,0.022324307,0,0
2008,EWYKT,DSRlessYE,Charter,1,0.25,0,0.9,3.690662588,0.125724798,0.9,3.321596329
2009,EWYKT,DSRlessYE,Charter,2,0.000924176,0,0.9,3.152790307,0.186686162,1.8,5.675022553
2010,EWYKT,DSRlessYE,Charter,1,0.001111111,0,0.9,3.192704175,0.082861887,0.9,2.873433757
2011,EWYKT,DSRlessYE,Charter,3,0.011428571,0,0.9,3.19987129,0.072241154,2.7,8.639652483
2012,EWYKT,DSRlessYE,Charter,0,0,0,0.9,3.067690978,0.064343525,0,0
2013,EWYKT,DSRlessYE,Charter,2,0.002533333,0,0.2,2.818219355,0.093238721,0.4,1.127287742
2014,EWYKT,DSRlessYE,Charter,0,0,0,0.2,3.07127553,0.076304266,0,0
2015,EWYKT,DSRlessYE,Charter,5,0.011801017,0,0.2,3.148760125,0.086597251,1,3.148760125
2016,EWYKT,DSRlessYE,Charter,0,0,0,0.2,3.115439859,0.065067221,0,0
2017,EWYKT,DSRlessYE,Charter,22,0.002486402,0,0.2,3.088102226,0.063494294,4.4,13.58764979
2018,EWYKT,DSRlessYE,Charter,3,0.000590688,0,0.2,2.949424896,0.053477997,0.6,1.769654938
2019,EWYKT,DSRlessYE,Charter,258,0.000341434,0,0.2,3.409592312,0.060162212,51.6,175.9349633
2020,EWYKT,DSRlessYE,Charter,78,0.000933141,0,0.2,3.158391782,0.028882867,15.6,49.27091179
2021,EWYKT,DSRlessYE,Charter,84,0.000663129,0,0.2,3.158391782,0.028882867,16.8,53.06098193
2022,EWYKT,DSRlessYE,Charter,404,8.16418E-05,0,0.2,3.158391782,0.028882867,80.8,255.1980559
2023,EWYKT,DSRlessYE,Charter,140,0.000192353,0,0.2,3.158391782,0.028882867,28,88.43496988
2024,EWYKT,DSRlessYE,Charter,195,-3.20679E-05,0,0.2,3.158391782,0.028882867,39,123.1772795
2000,EWYKT,DSRlessYE,Private,0,0,0,0,3.21637451,0.053140237,0,0
2001,EWYKT,DSRlessYE,Private,0,0,0,0,3.21637451,0.053140237,0,0
2002,EWYKT,DSRlessYE,Private,0,0,0,0,3.21637451,0.053140237,0,0
2003,EWYKT,DSRlessYE,Private,0,0,0,0,3.21637451,0.053140237,0,0
2004,EWYKT,DSRlessYE,Private,0,0,0,0,3.21637451,0.053140237,0,0
2005,EWYKT,DSRlessYE,Private,0,0,0,0,3.21637451,0.053140237,0,0
2006,EWYKT,DSRlessYE,Private,0,0.001384083,0,0.9,3.035246337,0.069689904,0,0
2007,EWYKT,DSRlessYE,Private,0,0,0,0.9,3.035246337,0.069689904,0,0
2008,EWYKT,DSRlessYE,Private,10,0.012626263,0,0.9,3.035246337,0.069689904,9,27.31721703
2009,EWYKT,DSRlessYE,Private,3,0.000218884,0,0.9,3.035246337,0.069689904,2.7,8.195165109
2010,EWYKT,DSRlessYE,Private,5,0.003088268,0,0.9,3.035246337,0.069689904,4.5,13.65860851
2011,EWYKT,DSRlessYE,Private,0,0,0,0.9,3.035246337,0.069689904,0,0
2012,EWYKT,DSRlessYE,Private,11,0.014322917,0,0.9,3.035246337,0.069689904,9.9,30.04893873
2013,EWYKT,DSRlessYE,Private,0,0,0,0.8,3.035246337,0.069689904,0,0
2014,EWYKT,DSRlessYE,Private,0,0,0,0.8,3.035246337,0.069689904,0,0
2015,EWYKT,DSRlessYE,Private,0,0,0,0.8,3.035246337,0.069689904,0,0
2016,EWYKT,DSRlessYE,Private,0,0,0,0.8,3.035246337,0.069689904,0,0
2017,EWYKT,DSRlessYE,Private,19,0.004487571,0,0.7,3.035246337,0.069689904,13.3,40.36877628
2018,EWYKT,DSRlessYE,Private,9,0.003480071,0,0.6,3.035246337,0.069689904,5.4,16.39033022
2019,EWYKT,DSRlessYE,Private,39,0.000817975,0,0.5,2.894798293,0.122191829,19.5,56.44856671
2020,EWYKT,DSRlessYE,Private,16,0.004052907,0,0.2,3.01255945,0.0735439,3.2,9.640190239
2021,EWYKT,DSRlessYE,Private,19,0.002866016,0,0.2,3.01255945,0.0735439,3.8,11.44772591
2022,EWYKT,DSRlessYE,Private,22,0.002489991,0,0.2,3.01255945,0.0735439,4.4,13.25526158
2023,EWYKT,DSRlessYE,Private,76,0.000391346,0,0.2,3.01255945,0.0735439,15.2,45.79090364
2024,EWYKT,DSRlessYE,Private,88,0.000856297,0,0.2,3.01255945,0.0735439,17.6,53.02104632
2000,EWYKT,PelnBRF,Charter,0,0,0,0,2.554802418,0.258144096,0,0
2001,EWYKT,PelnBRF,Charter,0,0,0,0,2.554802418,0.258144096,0,0
2002,EWYKT,PelnBRF,Charter,0,0,0,0,2.554802418,0.258144096,0,0
2003,EWYKT,PelnBRF,Charter,0,0,0,0.15,2.554802418,0.258144096,0,0
2004,EWYKT,PelnBRF,Charter,0,0,0,0.15,2.554802418,0.258144096,0,0
2005,EWYKT,PelnBRF,Charter,0,0,0,0,2.554802418,0.258144096,0,0
2006,EWYKT,PelnBRF,Charter,0,0,0,0.15,2.468492475,0.049296175,0,0
2007,EWYKT,PelnBRF,Charter,0,0,0,0.15,2.468492475,0.049296175,0,0
2008,EWYKT,PelnBRF,Charter,0,0,0,0.15,2.468492475,0.049296175,0,0
2009,EWYKT,PelnBRF,Charter,0,0,0,0.15,2.468492475,0.049296175,0,0
2010,EWYKT,PelnBRF,Charter,0,0,0,0.15,2.468492475,0.049296175,0,0
2011,EWYKT,PelnBRF,Charter,1,0.066666667,-0.002539683,0.15,2.468492475,0.049296175,0.15,0.370273871
2012,EWYKT,PelnBRF,Charter,4,0.153846154,-0.004260355,0.15,2.468492475,0.049296175,0.6,1.481095485
2013,EWYKT,PelnBRF,Charter,0,0,0,0.15,2.468492475,0.049296175,0,0
2014,EWYKT,PelnBRF,Charter,0,0,0,0.15,2.468492475,0.049296175,0,0
2015,EWYKT,PelnBRF,Charter,0,0,0,0.15,2.468492475,0.049296175,0,0
2016,EWYKT,PelnBRF,Charter,0,0,0,0.15,2.468492475,0.049296175,0,0
2017,EWYKT,PelnBRF,Charter,0,0,0,0.15,2.404347098,0.065880239,0,0
2018,EWYKT,PelnBRF,Charter,2,0.029411765,-0.000361514,0.15,2.468492475,0.049296175,0.3,0.740547743
2019,EWYKT,PelnBRF,Charter,2,0.003703704,7.38043E-07,0.15,2.594399882,0.079198292,0.3,0.778319965
2020,EWYKT,PelnBRF,Charter,0,0,0,0.15,2.468492475,0.049296175,0,0
2021,EWYKT,PelnBRF,Charter,0,0,0,0.15,2.468492475,0.049296175,0,0
2022,EWYKT,PelnBRF,Charter,2,0.002617801,1.41908E-06,0.15,2.468492475,0.049296175,0.3,0.740547743
2023,EWYKT,PelnBRF,Charter,70,0.120481928,-2.10945E-05,0.15,2.615549185,0.083107929,10.5,27.46326644
2024,EWYKT,PelnBRF,Charter,6,0.015789474,2.30231E-05,0.15,2.266792957,0.056714402,0.9,2.040113661
2000,EWYKT,PelnBRF,Private,0,0,0,0,2.554802418,0.258144096,0,0
2001,EWYKT,PelnBRF,Private,0,0,0,0,2.554802418,0.258144096,0,0
2002,EWYKT,PelnBRF,Private,0,0,0,0,2.554802418,0.258144096,0,0
2003,EWYKT,PelnBRF,Private,0,0,0,0,2.554802418,0.258144096,0,0
2004,EWYKT,PelnBRF,Private,0,0,0,0,2.554802418,0.258144096,0,0
2005,EWYKT,PelnBRF,Private,0,0,0,0,2.554802418,0.258144096,0,0
2006,EWYKT,PelnBRF,Private,0,0,0,0.15,2.443950523,0.047042391,0,0
2007,EWYKT,PelnBRF,Private,0,0,0,0.15,2.443950523,0.047042391,0,0
2008,EWYKT,PelnBRF,Private,1,0.083333333,0.005681818,0.15,2.443950523,0.047042391,0.15,0.366592579
2009,EWYKT,PelnBRF,Private,0,0,0,0.15,2.443950523,0.047042391,0,0
2010,EWYKT,PelnBRF,Private,0,0,0,0.15,2.443950523,0.047042391,0,0
2011,EWYKT,PelnBRF,Private,1,0.038461538,-0.001360947,0.15,2.443950523,0.047042391,0.15,0.366592579
