"Year","User","Rpt_Area","TotalRF_n","YE_n","Black_n","Pelagic_n","Nonpel_n","NotYE_Nonpel_n","pYE","var_pYE","pYE_avgRptArea","var_pYE_avgRptArea","pBRF","var_pBRF","pBRF_avgRptArea","var_pBRF_avgRptArea","pPel","var_pPel","pPel_avgRptArea","var_pPel_avgRptArea","pNonpel","var_pNonpel","pNonpel_avgRptArea","var_pNonpel_avgRptArea","pYEinNonpel","var_pYEinNonpel","pYEinNonpel_avgRptArea","var_pYEinNonpel_avgRptArea","pBRFinPel","varBRFinPel","pBRFinPel_avgRptArea","var_pBRFinPel_avgRptArea"
2018,"charter","EASTSIDE",37,0,36,37,0,0,NA,NA,0.0234593837535014,0.000863077315410329,NA,NA,0.915616246498599,0.00638253789958845,NA,NA,0.970588235294118,0.00149378635823592,NA,NA,0.0294117647058823,0.00148985727434234,NA,NA,NA,NA,NA,NA,0.942307692307692,0.00273143617305068
2019,"charter","EASTSIDE",35,0,34,35,0,0,NA,NA,0.0234593837535014,0.000863077315410329,NA,NA,0.915616246498599,0.00638253789958845,NA,NA,0.970588235294118,0.00149378635823592,NA,NA,0.0294117647058823,0.00148985727434234,NA,NA,NA,NA,NA,NA,0.942307692307692,0.00273143617305068
2020,"charter","EASTSIDE",0,0,0,0,0,0,NA,NA,0.0234593837535014,0.000863077315410329,NA,NA,0.915616246498599,0.00638253789958845,NA,NA,0.970588235294118,0.00149378635823592,NA,NA,0.0294117647058823,0.00148985727434234,NA,NA,NA,NA,NA,NA,0.942307692307692,0.00273143617305068
2021,"charter","EASTSIDE",20,0,9,20,0,0,NA,NA,0.0234593837535014,0.000863077315410329,NA,NA,0.915616246498599,0.00638253789958845,NA,NA,0.970588235294118,0.00149378635823592,NA,NA,0.0294117647058823,0.00148985727434234,NA,NA,NA,NA,NA,NA,0.942307692307692,0.00273143617305068
2022,"charter","EASTSIDE",31,0,31,31,0,0,0,0,0.0351890756302521,0.000176782196881137,1,0,0.873424369747899,0.000560412397769123,1,0,0.955882352941176,0.000353150794852474,0,0,0.0441176470588235,0.000409882973680551,NA,NA,NA,NA,1,0,0.913461538461539,4.58697417832035e-05
2023,"charter","EASTSIDE",32,0,27,32,0,0,0,0,0.0351890756302521,0.000176782196881137,0.84375,0.00425277217741935,0.873424369747899,0.000560412397769123,1,0,0.955882352941176,0.000353150794852474,0,0,0.0441176470588235,0.000409882973680551,NA,NA,NA,NA,0.84375,0.00425277217741935,0.913461538461539,4.58697417832035e-05
1993,"charter","NG",254,70,137,171,83,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,"charter","NG",174,62,74,97,77,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,"charter","NG",215,74,94,120,95,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"charter","NG",164,24,134,138,26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,"charter","NG",190,105,56,72,118,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"charter","NG",144,38,89,101,43,5,0.167894557894638,0.000976964862405607,0.14475210356444,0.00696806243056907,0.706579112389273,0.00144982566660462,0.677958333872463,0.00633384000769895,0.796052808046333,0.00113533381012504,0.779445229375175,0.00810818733946347,0.203947191953667,0.00113533381012504,0.220554770624826,0.0081162864468348,NA,NA,0.62181095043289,0.0238725998390319,0.887603316321884,0.000997636691762773,0.87135088832797,0.00257050421620445
1999,"charter","NG",382,125,197,241,141,16,0.344040168927296,0.000592326853259249,0.14475210356444,0.00696806243056907,0.561481712416786,0.000646246716635957,0.677958333872463,0.00633384000769895,0.602549343670449,0.000628565963550552,0.779445229375175,0.00810818733946347,0.397450656329552,0.000628565963550552,0.220554770624826,0.0081162864468348,0.865617312358973,0.000830885577881435,0.62181095043289,0.0238725998390319,0.931843538317546,0.000264629826722425,0.87135088832797,0.00257050421620445
2000,"charter","NG",259,140,81,99,160,20,0.366195489399862,0.000899598267221153,0.14475210356444,0.00696806243056907,0.443222273400028,0.000956497247140073,0.677958333872463,0.00633384000769895,0.50409134149181,0.000968927367925571,0.779445229375175,0.00810818733946347,0.49590865850819,0.000968927367925571,0.220554770624826,0.0081162864468348,0.738433344764465,0.00121477698178887,0.62181095043289,0.0238725998390319,0.879249923413393,0.00108336219990751,0.87135088832797,0.00257050421620445
2001,"charter","NG",272,89,131,163,109,20,0.180684048661559,0.000546263185316703,0.14475210356444,0.00696806243056907,0.664262702306484,0.000822943780926093,0.677958333872463,0.00633384000769895,0.72971409297821,0.00072779127486051,0.779445229375175,0.00810818733946347,0.27028590702179,0.000727791274860511,0.220554770624826,0.0081162864468348,0.668492303769996,0.00205194762565074,0.62181095043289,0.0238725998390319,0.910305431536074,0.000504008968222198,0.87135088832797,0.00257050421620445
2002,"charter","NG",286,62,190,211,75,13,0.150602389528537,0.000448846701041516,0.14475210356444,0.00696806243056907,0.707129281958991,0.000726657756333869,0.677958333872463,0.00633384000769895,0.798768022885725,0.000563991819301597,0.779445229375175,0.00810818733946347,0.201231977114276,0.000563991819301598,0.220554770624826,0.0081162864468348,0.74840187771456,0.00254454739389028,0.62181095043289,0.0238725998390319,0.885274900470266,0.000483634528893459,0.87135088832797,0.00257050421620445
2003,"charter","NG",639,121,402,504,135,14,0.110095033609302,0.00015356444699666,0.14475210356444,0.00696806243056907,0.771265323754064,0.000276512733743892,0.677958333872463,0.00633384000769895,0.863870595144498,0.000184323181801236,0.779445229375175,0.00810818733946347,0.136129404855502,0.000184323181801236,0.220554770624826,0.0081162864468348,0.808752772600199,0.00115426660754992,0.62181095043289,0.0238725998390319,0.892801917427292,0.000190271677267282,0.87135088832797,0.00257050421620445
2004,"charter","NG",825,160,572,636,189,29,0.191989313100601,0.000188263855286117,0.14475210356444,0.00696806243056907,0.696650188892179,0.000256466872826056,0.677958333872463,0.00633384000769895,0.772957678034014,0.000212978283983349,0.779445229375175,0.00810818733946347,0.227042321965986,0.000212978283983349,0.220554770624826,0.0081162864468348,0.845610243227531,0.000694433828596845,0.62181095043289,0.0238725998390319,0.901278567623625,0.00014011891522194,0.87135088832797,0.00257050421620445
2005,"charter","NG",549,132,333,365,184,52,0.240166220349966,0.000333004392249594,0.14475210356444,0.00696806243056907,0.606816996318477,0.000435383447623173,0.677958333872463,0.00633384000769895,0.665067447430055,0.000406483098173222,0.779445229375175,0.00810818733946347,0.334932552569945,0.000406483098173223,0.220554770624826,0.0081162864468348,0.717058460000874,0.00110866461716967,0.62181095043289,0.0238725998390319,0.912414220036375,0.000219545360197221,0.87135088832797,0.00257050421620445
2006,"charter","NG",744,120,516,572,172,52,0.145731275007244,0.000167555411160171,0.14475210356444,0.00696806243056907,0.715376411040486,0.000274041724855073,0.677958333872463,0.00633384000769895,0.779225928825813,0.000231538197404256,0.779445229375175,0.00810818733946347,0.220774071174187,0.000231538197404256,0.220554770624826,0.0081162864468348,0.660092347947257,0.00131210783701014,0.62181095043289,0.0238725998390319,0.918060327020253,0.000131743542857651,0.87135088832797,0.00257050421620445
2007,"charter","NG",615,54,508,532,83,29,0.0767362178021236,0.00011538724866376,0.14475210356444,0.00696806243056907,0.834790120317752,0.000224618200875611,0.677958333872463,0.00633384000769895,0.866168900521035,0.00018879533597918,0.779445229375175,0.00810818733946347,0.133831099478965,0.00018879533597918,0.220554770624826,0.0081162864468348,0.573381060910918,0.00298311243779985,0.62181095043289,0.0238725998390319,0.963772908281043,6.57527110066726e-05,0.87135088832797,0.00257050421620445
2008,"charter","NG",712,102,549,574,138,36,0.136179032332344,0.000165449090696724,0.14475210356444,0.00696806243056907,0.775547382882705,0.000244829310529525,0.677958333872463,0.00633384000769895,0.812824456121086,0.000213981518498659,0.779445229375175,0.00810818733946347,0.187175543878914,0.000213981518498659,0.220554770624826,0.0081162864468348,0.727547143768099,0.00144687808294146,0.62181095043289,0.0238725998390319,0.954138839010488,7.63663436338671e-05,0.87135088832797,0.00257050421620445
2009,"charter","NG",952,101,651,791,161,60,0.106119874923849,9.97460011251268e-05,0.14475210356444,0.00696806243056907,0.68406236528555,0.000227256620068863,0.677958333872463,0.00633384000769895,0.83100426323903,0.000147672111164655,0.779445229375175,0.00810818733946347,0.16899573676097,0.000147672111164655,0.220554770624826,0.0081162864468348,0.627944094672319,0.0014601894289905,0.62181095043289,0.0238725998390319,0.823175518521722,0.000184250106617995,0.87135088832797,0.00257050421620445
2010,"charter","NG",1144,207,716,861,283,76,0.185736635662365,0.000132317180958172,0.14475210356444,0.00696806243056907,0.634151713484419,0.000202977530856688,0.677958333872463,0.00633384000769895,0.740651217450607,0.000168055110708259,0.779445229375175,0.00810818733946347,0.259348782549393,0.000168055110708259,0.220554770624826,0.0081162864468348,0.716165442677534,0.000720824473021369,0.62181095043289,0.0238725998390319,0.856208291491412,0.000143157736131127,0.87135088832797,0.00257050421620445
2011,"charter","NG",859,98,562,707,152,54,0.109502742311836,0.00011365022347089,0.14475210356444,0.00696806243056907,0.655053488780697,0.000263354796756334,0.677958333872463,0.00633384000769895,0.825887425138267,0.000167596021138404,0.779445229375175,0.00810818733946347,0.174112574861733,0.000167596021138404,0.220554770624826,0.0081162864468348,0.628919205857445,0.0015455618434509,0.62181095043289,0.0238725998390319,0.79315106253256,0.000232383080079364,0.87135088832797,0.00257050421620445
2012,"charter","NG",823,104,582,653,170,66,0.129248612811282,0.000136914122746522,0.14475210356444,0.00696806243056907,0.699222336321217,0.000255852141983839,0.677958333872463,0.00633384000769895,0.788544205845615,0.000202849441937863,0.779445229375175,0.00810818733946347,0.211455794154385,0.000202849441937863,0.220554770624826,0.0081162864468348,0.611232306630089,0.00140607913586834,0.62181095043289,0.0238725998390319,0.886725602873955,0.000154054153499657,0.87135088832797,0.00257050421620445
2013,"charter","NG",1190,131,788,978,212,81,0.104010577284929,7.83787864573466e-05,0.14475210356444,0.00696806243056907,0.672115406809002,0.000185345909788875,0.677958333872463,0.00633384000769895,0.823342317223769,0.000122329475098708,0.779445229375175,0.00810818733946347,0.176657682776231,0.000122329475098708,0.220554770624826,0.0081162864468348,0.58876905691488,0.00114748841011584,0.62181095043289,0.0238725998390319,0.816325594772427,0.000153467879316142,0.87135088832797,0.00257050421620445
2014,"charter","NG",948,74,645,762,186,112,0.0757560081800625,7.39356234473968e-05,0.14475210356444,0.00696806243056907,0.677297081414224,0.000230798041100315,0.677958333872463,0.00633384000769895,0.803434020801833,0.000166766415015874,0.779445229375175,0.00810818733946347,0.196565979198167,0.000166766415015874,0.220554770624826,0.0081162864468348,0.385397353545547,0.00128035801851695,0.62181095043289,0.0238725998390319,0.843002740583821,0.000173914743695122,0.87135088832797,0.00257050421620445
2015,"charter","NG",494,30,357,422,72,42,0.0490663255666406,9.46426394767323e-05,0.14475210356444,0.00696806243056907,0.710799798164077,0.000416964391671368,0.677958333872463,0.00633384000769895,0.857424156784213,0.000247967489142179,0.779445229375175,0.00810818733946347,0.142575843215787,0.000247967489142179,0.220554770624826,0.0081162864468348,0.344141927972884,0.00317898959695761,0.62181095043289,0.0238725998390319,0.828994369402825,0.00033672851520484,0.87135088832797,0.00257050421620445
2016,"charter","NG",1364,75,1010,1187,177,102,0.05315693902436,3.69268370197509e-05,0.14475210356444,0.00696806243056907,0.747152544349807,0.00013860280251021,0.677958333872463,0.00633384000769895,0.876362584372251,7.9494647897755e-05,0.779445229375175,0.00810818733946347,0.123637415627749,7.94946478977549e-05,0.220554770624826,0.0081162864468348,0.429942172071977,0.00139256761787504,0.62181095043289,0.0238725998390319,0.852560980664186,0.0001059871457952,0.87135088832797,0.00257050421620445
2017,"charter","NG",618,48,395,471,147,99,0.0906660552562192,0.000133623535948939,0.14475210356444,0.00696806243056907,0.621345867247507,0.000381321200165236,0.677958333872463,0.00633384000769895,0.750956666284535,0.00030311304967156,0.779445229375175,0.00810818733946347,0.249043333715465,0.00030311304967156,0.220554770624826,0.0081162864468348,0.364057346581323,0.00158575065055815,0.62181095043289,0.0238725998390319,0.827405754744416,0.000303841429277104,0.87135088832797,0.00257050421620445
2018,"charter","NG",1044,92,719,850,194,102,0.0907899253355409,7.91439259761341e-05,0.14475210356444,0.00696806243056907,0.668753194412435,0.000212389606304505,0.677958333872463,0.00633384000769895,0.81040040785707,0.000147316957624319,0.779445229375175,0.00810818733946347,0.18959959214293,0.000147316957624319,0.220554770624826,0.0081162864468348,0.478850847248126,0.00129301924009263,0.62181095043289,0.0238725998390319,0.825213299411842,0.000169889646508438,0.87135088832797,0.00257050421620445
2019,"charter","NG",1077,95,692,909,168,73,0.0801788354471218,6.85410685812873e-05,0.14475210356444,0.00696806243056907,0.662008043248016,0.000207949250857759,0.677958333872463,0.00633384000769895,0.84849716610762,0.000119470004846615,0.779445229375175,0.00810818733946347,0.15150283389238,0.000119470004846615,0.220554770624826,0.0081162864468348,0.529223337855691,0.00149189219475792,0.62181095043289,0.0238725998390319,0.780212438757927,0.000188855714939796,0.87135088832797,0.00257050421620445
2020,"charter","NG",611,85,399,476,135,50,0.130569232460555,0.000186099849172486,NA,NA,0.659619574645601,0.000368068182606487,NA,NA,0.790989181290117,0.000271025076019848,NA,NA,0.209010818709883,0.000271025076019848,NA,NA,0.624700832552554,0.00174962464448283,NA,NA,0.833917315493178,0.000291577318765957,NA,NA
2021,"charter","NG",769,47,608,667,102,55,0.0586101180107744,7.18424115592937e-05,NA,NA,0.785200429064184,0.000219610306330215,NA,NA,0.877540441914361,0.000139926060832173,NA,NA,0.122459558085639,0.000139926060832173,NA,NA,0.478607949652954,0.00247071663546485,NA,NA,0.894774065741362,0.000141371527054107,NA,NA
2022,"charter","NG",900,49,669,784,116,67,0.0541871662209299,5.70088067162127e-05,0.157865736847077,0.000140267292634034,0.750815150059086,0.000208110968299041,0.664127827064356,0.000221923083134938,0.872596685369469,0.000123661523972953,0.755273120335444,0.000208163473156311,0.127403314630531,0.000123661523972953,0.244726879664556,0.000218324358837156,0.425319909282364,0.00212541638304701,0.636470639635947,0.000467301913328115,0.860437774573005,0.000153364764573257,0.876710575185241,5.47129096930475e-05
2023,"charter","NG",568,48,449,483,85,37,0.0832803286010855,0.00013464676449591,0.157865736847077,0.000140267292634034,0.790815313011376,0.000291757413964895,0.664127827064356,0.000221923083134938,0.852251951152153,0.000222078594196652,0.755273120335444,0.000208163473156311,0.147748048847847,0.000222078594196652,0.244726879664556,0.000218324358837156,0.563664489991665,0.00292793848469168,0.636470639635947,0.000467301913328115,0.927912587283935,0.00013877762996674,0.876710575185241,5.47129096930475e-05
1993,"charter","NORTHEAST",78,0,55,78,0,0,0,0,NA,NA,0.705128205128205,0.00270029116182962,NA,NA,1,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0.705128205128205,0.00270029116182962,NA,NA
1994,"charter","NORTHEAST",127,1,100,126,1,0,0.0078740157480315,6.2000124000248e-05,NA,NA,0.78740157480315,0.0013285740857196,NA,NA,0.992125984251969,6.20001240002479e-05,NA,NA,0.0078740157480315,6.2000124000248e-05,NA,NA,NA,NA,NA,NA,0.793650793650794,0.00131015369110607,NA,NA
1995,"charter","NORTHEAST",156,2,121,153,3,1,0.0128205128205128,8.16525630421412e-05,NA,NA,0.775641025641026,0.00112272274182944,NA,NA,0.980769230769231,0.000121683527390724,NA,NA,0.0192307692307692,0.000121683527390723,NA,NA,NA,NA,NA,NA,0.790849673202614,0.00108820044472324,NA,NA
1996,"charter","NORTHEAST",81,2,74,78,3,1,0.0246913580246914,0.000301021185794848,NA,NA,0.91358024691358,0.000986892242036276,NA,NA,0.962962962962963,0.000445816186556928,NA,NA,0.037037037037037,0.000445816186556927,NA,NA,NA,NA,NA,NA,0.948717948717949,0.00063184678569294,NA,NA
1997,"charter","NORTHEAST",38,5,30,33,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,"charter","NORTHEAST",119,22,78,97,22,0,0.184873949579832,0.00127708112158123,0.0806376546882481,0.00424450546186004,0.65546218487395,0.00191382634808659,0.703951184796006,0.0136852648578975,0.815126050420168,0.00127708112158123,0.91168358524634,0.00443016145625929,0.184873949579832,0.00127708112158123,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.804123711340206,0.00164071633542353,0.77283169560524,0.0167294182058881
1999,"charter","NORTHEAST",110,5,93,105,5,0,0.0454545454545455,0.000398058988551065,0.0806376546882481,0.00424450546186004,0.845454545454545,0.00119872621123664,0.703951184796006,0.0136852648578975,0.954545454545455,0.000398058988551065,0.91168358524634,0.00443016145625929,0.0454545454545455,0.000398058988551065,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.885714285714286,0.000973312401883831,0.77283169560524,0.0167294182058881
2000,"charter","NORTHEAST",112,10,94,102,10,0,0.0892857142857143,0.000732556536127965,0.0806376546882481,0.00424450546186004,0.839285714285714,0.00121518201875345,0.703951184796006,0.0136852648578975,0.910714285714286,0.000732556536127965,0.91168358524634,0.00443016145625929,0.0892857142857143,0.000732556536127965,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.92156862745098,0.000715642498505906,0.77283169560524,0.0167294182058881
2001,"charter","NORTHEAST",66,5,58,61,5,0,0.0757575757575758,0.00107720562266017,0.0806376546882481,0.00424450546186004,0.878787878787879,0.00163876527512891,0.703951184796006,0.0136852648578975,0.924242424242424,0.00107720562266017,0.91168358524634,0.00443016145625929,0.0757575757575758,0.00107720562266017,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.950819672131147,0.000779360386992745,0.77283169560524,0.0167294182058881
2002,"charter","NORTHEAST",60,2,50,57,3,1,0.0333333333333333,0.000546139359698682,0.0806376546882481,0.00424450546186004,0.833333333333333,0.00235404896421846,0.703951184796006,0.0136852648578975,0.95,0.000805084745762713,0.91168358524634,0.00443016145625929,0.05,0.000805084745762712,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.87719298245614,0.00192366882117575,0.77283169560524,0.0167294182058881
2003,"charter","NORTHEAST",100,8,79,92,8,0,0.08,0.000743434343434343,0.0806376546882481,0.00424450546186004,0.79,0.00167575757575758,0.703951184796006,0.0136852648578975,0.92,0.000743434343434343,0.91168358524634,0.00443016145625929,0.08,0.000743434343434343,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.858695652173913,0.00133337834188496,0.77283169560524,0.0167294182058881
2004,"charter","NORTHEAST",175,17,121,156,19,2,0.0971428571428571,0.000504058174994136,0.0806376546882481,0.00424450546186004,0.691428571428571,0.00122617874736101,0.703951184796006,0.0136852648578975,0.891428571428571,0.000556228008444757,0.91168358524634,0.00443016145625929,0.108571428571429,0.000556228008444757,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.775641025641026,0.00112272274182944,0.77283169560524,0.0167294182058881
2005,"charter","NORTHEAST",155,34,111,119,36,2,0.219354838709677,0.00111193697041772,0.0806376546882481,0.00424450546186004,0.716129032258065,0.00132005351568307,0.703951184796006,0.0136852648578975,0.767741935483871,0.00115788477911267,0.91168358524634,0.00443016145625929,0.232258064516129,0.00115788477911267,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.932773109243697,0.000531418948436802,0.77283169560524,0.0167294182058881
2006,"charter","NORTHEAST",142,29,97,112,30,1,0.204225352112676,0.00115260537352574,0.0806376546882481,0.00424450546186004,0.683098591549296,0.00153528301966428,0.703951184796006,0.0136852648578975,0.788732394366197,0.00118179861307491,0.91168358524634,0.00443016145625929,0.211267605633803,0.00118179861307491,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.866071428571429,0.00104497035300607,0.77283169560524,0.0167294182058881
2007,"charter","NORTHEAST",80,0,49,79,1,1,0,0,0.0806376546882481,0.00424450546186004,0.6125,0.00300435126582278,0.703951184796006,0.0136852648578975,0.9875,0.000156249999999999,0.91168358524634,0.00443016145625929,0.0125,0.00015625,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.620253164556962,0.00301973303094918,0.77283169560524,0.0167294182058881
2008,"charter","NORTHEAST",144,16,107,127,17,1,0.111111111111111,0.000690667357334024,0.0806376546882481,0.00424450546186004,0.743055555555556,0.00133513284554951,0.703951184796006,0.0136852648578975,0.881944444444444,0.000728100988517655,0.91168358524634,0.00443016145625929,0.118055555555556,0.000728100988517655,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.84251968503937,0.00105301797905183,0.77283169560524,0.0167294182058881
2009,"charter","NORTHEAST",90,16,53,72,18,2,0.177777777777778,0.00164239145512554,0.0806376546882481,0.00424450546186004,0.588888888888889,0.00272021084755167,0.703951184796006,0.0136852648578975,0.8,0.00179775280898876,0.91168358524634,0.00443016145625929,0.2,0.00179775280898876,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.736111111111111,0.00273593722830812,0.77283169560524,0.0167294182058881
2010,"charter","NORTHEAST",116,14,53,99,17,3,0.120689655172414,0.000922814454841545,0.0806376546882481,0.00424450546186004,0.456896551724138,0.00215775732823244,0.703951184796006,0.0136852648578975,0.853448275862069,0.00108760275034896,0.91168358524634,0.00443016145625929,0.146551724137931,0.00108760275034896,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.535353535353535,0.00253826660753068,0.77283169560524,0.0167294182058881
2011,"charter","NORTHEAST",145,7,119,138,7,0,0.0482758620689655,0.00031906460562822,0.0806376546882481,0.00424450546186004,0.820689655172414,0.00102193156295416,0.703951184796006,0.0136852648578975,0.951724137931034,0.00031906460562822,0.91168358524634,0.00443016145625929,0.0482758620689655,0.00031906460562822,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.86231884057971,0.000866606261029011,0.77283169560524,0.0167294182058881
2012,"charter","NORTHEAST",144,4,108,139,5,1,0.0277777777777778,0.000188854355521022,0.0806376546882481,0.00424450546186004,0.75,0.00131118881118881,0.703951184796006,0.0136852648578975,0.965277777777778,0.000234381744798411,0.91168358524634,0.00443016145625929,0.0347222222222222,0.000234381744798411,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.776978417266187,0.00125567359687477,0.77283169560524,0.0167294182058881
2013,"charter","NORTHEAST",472,19,244,452,20,1,0.0402542372881356,8.20251245615415e-05,0.0806376546882481,0.00424450546186004,0.516949152542373,0.000530175639550096,0.703951184796006,0.0136852648578975,0.957627118644068,8.61516354172575e-05,0.91168358524634,0.00443016145625929,0.0423728813559322,8.61516354172575e-05,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.539823008849557,0.000550807379082413,0.77283169560524,0.0167294182058881
2014,"charter","NORTHEAST",322,13,251,308,14,1,0.0403726708074534,0.000120693826353042,0.0806376546882481,0.00424450546186004,0.779503105590062,0.000535445526372307,0.703951184796006,0.0136852648578975,0.956521739130435,0.000129557326172346,0.91168358524634,0.00443016145625929,0.0434782608695652,0.000129557326172347,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.814935064935065,0.000491257019134679,0.77283169560524,0.0167294182058881
2015,"charter","NORTHEAST",112,9,72,103,9,0,0.0803571428571429,0.000665764616657474,0.0806376546882481,0.00424450546186004,0.642857142857143,0.00206839492553778,0.703951184796006,0.0136852648578975,0.919642857142857,0.000665764616657474,0.91168358524634,0.00443016145625929,0.0803571428571429,0.000665764616657474,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.699029126213592,0.00206262163645739,0.77283169560524,0.0167294182058881
2016,"charter","NORTHEAST",332,4,175,321,11,7,0.0120481927710843,3.59608272569037e-05,0.0806376546882481,0.00424450546186004,0.52710843373494,0.000753066866527004,0.703951184796006,0.0136852648578975,0.966867469879518,9.67817690885113e-05,0.91168358524634,0.00443016145625929,0.0331325301204819,9.67817690885115e-05,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.545171339563863,0.000774873594006269,0.77283169560524,0.0167294182058881
2017,"charter","NORTHEAST",245,5,150,239,6,1,0.0204081632653061,8.19330743337817e-05,0.0806376546882481,0.00424450546186004,0.612244897959184,0.000972955257713658,0.703951184796006,0.0136852648578975,0.975510204081633,9.7910023828869e-05,0.91168358524634,0.00443016145625929,0.0244897959183673,9.79100238288691e-05,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.627615062761506,0.000981993259480575,0.77283169560524,0.0167294182058881
2018,"charter","NORTHEAST",343,6,252,333,10,4,0.0174927113702624,5.02535567812254e-05,0.0806376546882481,0.00424450546186004,0.73469387755102,0.000569937964444639,0.703951184796006,0.0136852648578975,0.970845481049563,8.27617923251634e-05,0.91168358524634,0.00443016145625929,0.0291545189504373,8.27617923251635e-05,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.756756756756757,0.000554445686324553,0.77283169560524,0.0167294182058881
2019,"charter","NORTHEAST",229,11,176,217,12,1,0.0480349344978166,0.000200559559498277,0.0806376546882481,0.00424450546186004,0.768558951965066,0.000780158286488709,0.703951184796006,0.0136852648578975,0.947598253275109,0.000217788612566102,0.91168358524634,0.00443016145625929,0.0524017467248908,0.000217788612566102,0.08831641475366,0.00443489100592733,NA,NA,NA,NA,0.811059907834101,0.000709452471010372,0.77283169560524,0.0167294182058881
2020,"charter","NORTHEAST",77,3,55,74,3,0,0.038961038961039,0.000492672057948886,NA,NA,0.714285714285714,0.00268528464017186,NA,NA,0.961038961038961,0.000492672057948887,NA,NA,0.038961038961039,0.000492672057948886,NA,NA,NA,NA,NA,NA,0.743243243243243,0.00261414691255491,NA,NA
2021,"charter","NORTHEAST",344,8,299,333,11,3,0.0232558139534884,6.62244346088895e-05,NA,NA,0.869186046511628,0.000331491729041149,NA,NA,0.968023255813954,9.02455743944799e-05,NA,NA,0.0319767441860465,9.024557439448e-05,NA,NA,NA,NA,NA,NA,0.897897897897898,0.000276136333880825,NA,NA
2022,"charter","NORTHEAST",142,2,115,127,15,13,0.0140845070422535,9.84832177562428e-05,0.0503297469854895,5.57651779416826e-05,0.809859154929577,0.00109210853976119,0.736103909630314,0.000199369720176767,0.894366197183099,0.000670037606520152,0.942927733522635,5.75484789855009e-05,0.105633802816901,0.000670037606520152,0.0570722664773655,5.95990287317436e-05,0.133333333333333,0.00825396825396825,NA,NA,0.905511811023622,0.000679048977145574,0.781007268677691,0.000206451002754164
2023,"charter","NORTHEAST",261,5,198,253,8,3,0.0191570881226054,7.22695926818004e-05,0.0503297469854895,5.57651779416826e-05,0.758620689655172,0.000704289764931858,0.736103909630314,0.000199369720176767,0.969348659003831,0.000114276293428097,0.942927733522635,5.75484789855009e-05,0.0306513409961686,0.000114276293428097,0.0570722664773655,5.95990287317436e-05,0.625,0.0334821428571429,NA,NA,0.782608695652174,0.000675128274372131,0.781007268677691,0.000206451002754164
1993,"charter","PWSI",108,56,13,20,88,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,"charter","PWSI",149,60,70,72,77,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,"charter","PWSI",158,71,46,51,107,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,"charter","PWSI",38,7,16,16,22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
