gLicNum,regnum,BusinessName,HomePort,logbooknum,vesselID,vesselName,logpagenum,logdate,starttime,port_SiteStart,port_Site,page_Num,totalPages,port_reg,port_swhs,port_iphc,Port_Hal_Area,prime_Salm,salm_reg,salm_swhs,salm_iphc,prime_Bott,bott_reg,bott_swhs,bott_iphc,iphc,swhs,region,t_Anglers,thrs_salm,thrs_Bott,nClient,rClient,comp,crew,UnknownClientType,kingLKept,kingLRel,kingSKept,kingSRel,cohoKept,cohoRel,sockKept,OtherSalmonKept,halKept,halRel,HalGAF,lingKept,lingRel,pRockKept,pRockRel,yRockKept,YRockRel,ORockKept,oRockRel,SableKept,SableRel,sharkKept,OtherKept
22945,12189,"The Boat Company, LTD.",N. SE,2512189,AK7516P,SKIFF 5,148,6/5/2025,1:PM,NULL,MOTHER SHIP,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110230,SE,E ,2C,2C,E ,SE,4,NULL,3,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15922,12189,"The Boat Company, LTD.",N. SE,2512189,AK9324N,LIS SKIFF 2,140,6/5/2025,5:PM,NULL,MOTHERSHIP,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,113510,SE,D ,2C,2C,D ,SE,2,NULL,3,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,NULL,NULL,NULL,2,0,0,4,0,7,NULL,NULL,NULL,NULL
20830,12189,"The Boat Company, LTD.",N. SE,2512189,AK7513P,SKIFF 2,162,6/10/2025,5:PM,NULL,MOTHERSHIP,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109420,SE,C ,2C,2C,C ,SE,3,NULL,3,3,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,0,0,4,NULL,NULL,NULL,1,0,NULL,NULL,0,1,NULL,NULL,NULL,NULL
22949,12189,"The Boat Company, LTD.",N. SE,2512189,AK9326N,LIS SKIFF 3,189,6/24/2025,12:PM,NULL,MOTHERSHIP,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,112210,SE,D ,2C,2C,D ,SE,2,NULL,3,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,3,1,NULL,NULL,0,4,NULL,NULL,NULL,NULL
20261,12189,"The Boat Company, LTD.",SITKA/JUNEAU,2512189,AK7514P,SKIFF 3,206,6/25/2025,12:PM,NULL,MOTHERSHIP,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109200,SE,D ,2C,2C,D ,SE,5,NULL,3,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,7,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12577,12189,"The Boat Company, LTD.",SITKA,2512189,AK7512P,SKIFF 1,233,6/25/2025,5:PM,NULL,MOTHERSHIP,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109450,SE,C ,2C,2C,C ,SE,3,NULL,2,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14125,12189,"The Boat Company, LTD.",N. SE,2512189,AK9327N,LIS SKIFF 4,213,6/26/2025,11:AM,NULL,MOTHERSHIP,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110210,SE,E ,2C,2C,E ,SE,3,NULL,2,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22951,12189,"The Boat Company, LTD.",JUNEAU,2512189,AK9325N,LIS SKIFF 1,195,6/26/2025,11:AM,NULL,MOTHERSHIP,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,110210,SE,E ,2C,2C,E ,SE,3,NULL,3,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14125,12189,"The Boat Company, LTD.",N. SE,2512189,AK9327N,LIS SKIFF 4,226,7/2/2025,1:PM,NULL,MOTHERSHIP,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109450,SE,C ,2C,2C,C ,SE,4,NULL,2,4,0,0,0,0,NULL,NULL,NULL,NULL,1,0,NULL,0,4,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,8,NULL,NULL,NULL,NULL
20830,12189,"The Boat Company, LTD.",N. SE,2512189,AK7513P,SKIFF 2,251,7/8/2025,6:PM,NULL,MOTHERSHIP,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109420,SE,C ,2C,2C,C ,SE,1,NULL,3,1,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,0,2,2,0,NULL,NULL,0,4,NULL,NULL,NULL,NULL
20830,12189,"The Boat Company, LTD.",N. SE,2512189,AK7513P,SKIFF 2,273,7/16/2025,1:PM,NULL,MOTHERSHIP,1,1,NULL,NULL,NULL,NULL,109102,SE,D ,2C,109102,SE,D ,2C,2C,D ,SE,3,2,1,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,1,NULL,0,1,0,5,NULL,NULL,0,1,NULL,NULL,NULL,NULL
22949,12189,"The Boat Company, LTD.",N. SE,2512189,AK9326N,LIS SKIFF 3,264,7/16/2025,5:PM,NULL,MOTHERSHIP,1,1,NULL,NULL,NULL,NULL,109200,SE,D ,2C,NULL,NULL,NULL,NULL,2C,D ,SE,3,2,NULL,3,0,0,0,0,NULL,NULL,NULL,NULL,1,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20140,12189,"The Boat Company, LTD.",N. SE,2512189,AK7515P,SKIFF 4,276,7/17/2025,1:PM,NULL,MOTHER SHIP,1,1,NULL,NULL,NULL,NULL,109440,SE,C ,2C,109440,SE,C ,2C,2C,C ,SE,5,1,2,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,0
12577,12189,"The Boat Company, LTD.",SITKA,2512189,AK7512P,SKIFF 1,288,7/17/2025,12:PM,NULL,MOTHERSHIP,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109500,SE,C ,2C,2C,C ,SE,5,NULL,3,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,7,NULL,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22945,12189,"The Boat Company, LTD.",N. SE,2512189,AK7516P,SKIFF 5,281,7/17/2025,6:PM,NULL,MOTHER SHIP,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,109300,SE,E ,2C,2C,E ,SE,2,NULL,2,2,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14125,12189,"The Boat Company, LTD.",N. SE,2512189,AK9327N,LIS SKIFF 4,291,7/22/2025,1:PM,NULL,MOTHERSHIP,1,1,NULL,NULL,NULL,NULL,113510,SE,D ,2C,NULL,NULL,NULL,NULL,2C,D ,SE,3,2,NULL,3,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,6,0,NULL,NULL,0,15,NULL,NULL,NULL,NULL
22333,12168,Taylor Charters,GUSTAVUS,2512168,AK8838AV,SCOUT,212,7/10/2025,5:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114232,SE,G ,2C,2C,G ,SE,4,NULL,5,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22252,12168,Taylor Charters,GUSTAVUS,2512168,AK7153AT,RIPTIDE,215,7/12/2025,3:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,114232,SE,G ,2C,114232,SE,G ,2C,2C,G ,SE,4,3,1,4,0,0,0,0,NULL,NULL,NULL,NULL,2,0,NULL,0,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15003,12168,Taylor Charters,GUSTAVUS,2512168,AK6547AX,EMMA GRACE,247,7/13/2025,4:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,114231,SE,G ,2C,2C,G ,SE,3,3,2,3,0,0,0,0,NULL,NULL,NULL,NULL,5,0,NULL,0,3,5,NULL,NULL,NULL,9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22333,12168,Taylor Charters,GUSTAVUS,2512168,AK8838AV,SCOUT,234,7/14/2025,5:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,113910,SE,G ,2C,2C,G ,SE,5,4,1,5,0,0,0,0,NULL,NULL,NULL,NULL,18,0,NULL,0,5,0,NULL,NULL,NULL,3,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22252,12168,Taylor Charters,GUSTAVUS,2512168,AK7153AT,RIPTIDE,233,7/16/2025,3:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114232,SE,G ,2C,2C,G ,SE,6,NULL,5,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15003,12168,Taylor Charters,GUSTAVUS,2512168,AK6547AX,EMMA GRACE,251,7/17/2025,4:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,114231,SE,G ,2C,2C,G ,SE,6,3,3,6,0,0,0,0,NULL,NULL,NULL,NULL,5,0,NULL,7,6,4,NULL,1,1,11,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22595,12168,Taylor Charters,GUSTAVUS,2512168,AK1500AK,DRIFTER,252,7/20/2025,4:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,114232,SE,G ,2C,114232,SE,G ,2C,2C,G ,SE,2,3,3,2,0,0,0,0,NULL,NULL,NULL,NULL,4,0,NULL,3,2,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22182,12168,Taylor Charters,GUSTAVUS,2512168,AK6497AW,ASPEN ROSE,253,7/21/2025,4:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114232,SE,G ,2C,2C,G ,SE,5,NULL,6,5,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,5,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22333,12168,Taylor Charters,GUSTAVUS,2512168,AK8838AV,SCOUT,265,7/21/2025,4:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,114232,SE,G ,2C,2C,G ,SE,4,2,4,4,0,0,0,0,NULL,NULL,NULL,NULL,8,0,NULL,0,4,10,NULL,NULL,NULL,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
23156,12168,Taylor Charters,GUSTAVUS,2512168,AK1852AK,KODA,306,7/23/2025,4:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,113910,SE,G ,2C,2C,G ,SE,4,NULL,4,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22595,12168,Taylor Charters,GUSTAVUS,2512168,AK1500AK,DRIFTER,269,7/24/2025,4:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,NULL,NULL,NULL,NULL,114232,SE,G ,2C,2C,G ,SE,4,NULL,6,4,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,4,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22595,12168,Taylor Charters,GUSTAVUS,2512168,AK1500AK,DRIFTER,277,7/28/2025,4:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,365801,SE,G ,3A,365801,SE,G ,3A,3A,G ,SE,4,3,3,4,0,0,0,0,NULL,NULL,NULL,NULL,7,0,NULL,0,NULL,NULL,NULL,4,0,NULL,NULL,4,0,NULL,NULL,NULL,NULL,NULL,NULL
22182,12168,Taylor Charters,GUSTAVUS,2512168,AK6497AW,ASPEN ROSE,286,7/29/2025,4:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,NULL,NULL,NULL,NULL,2C,G ,SE,6,5,NULL,6,0,0,0,0,NULL,NULL,NULL,NULL,19,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22595,12168,Taylor Charters,GUSTAVUS,2512168,AK1500AK,DRIFTER,287,7/29/2025,5:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,365801,SE,G ,3A,365801,SE,G ,3A,3A,G ,SE,4,4,2,4,0,0,0,0,NULL,NULL,NULL,NULL,12,0,NULL,0,NULL,NULL,NULL,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22333,12168,Taylor Charters,GUSTAVUS,2512168,AK8838AV,SCOUT,294,7/30/2025,5:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,113910,SE,G ,2C,113910,SE,G ,2C,2C,G ,SE,5,5,1,5,0,0,0,0,NULL,NULL,NULL,NULL,14,0,NULL,0,5,0,NULL,NULL,NULL,NULL,NULL,5,0,NULL,NULL,NULL,NULL,NULL,NULL
15003,12168,Taylor Charters,GUSTAVUS,2512168,AK6547AX,EMMA GRACE,305,7/31/2025,4:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,114231,SE,G ,2C,114231,SE,G ,2C,2C,G ,SE,6,3,3,6,0,0,0,0,NULL,NULL,NULL,NULL,12,0,NULL,1,6,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
22182,12168,Taylor Charters,GUSTAVUS,2512168,AK6497AW,ASPEN ROSE,299,8/2/2025,3:PM,NULL,GUSTAVUS,1,1,SE,G ,2C,G    ,114232,SE,G ,2C,114232,SE,G ,2C,2C,G ,SE,4,3,3,4,0,0,0,0,NULL,NULL,NULL,NULL,13,0,NULL,0,4,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11148,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,991880,LEGEND,173,7/10/2025,5:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,495938,SC,PS,3A,495938,SC,PS,3A,3A,PS,SC,12,2,5,6,6,0,0,0,1,0,NULL,NULL,71,0,NULL,0,4,0,NULL,NULL,NULL,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11148,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,991880,LEGEND,174,7/11/2025,6:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,495932,SC,PS,3A,495935,SC,PS,3A,3A,PS,SC,17,2,7,17,0,0,0,0,NULL,NULL,NULL,NULL,4,0,NULL,0,2,0,NULL,NULL,NULL,23,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18653,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,960120,LEGACY,190,7/11/2025,6:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,495932,SC,PS,3A,495932,SC,PS,3A,3A,PS,SC,15,2,4,14,1,0,0,0,NULL,NULL,NULL,NULL,12,0,NULL,4,5,0,NULL,NULL,NULL,15,0,1,0,7,0,NULL,NULL,NULL,NULL
18653,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,960120,LEGACY,192,7/13/2025,4:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,495932,SC,PS,3A,495932,SC,PS,3A,3A,PS,SC,17,2,4,17,0,0,0,0,NULL,NULL,NULL,NULL,10,0,NULL,0,30,0,NULL,NULL,NULL,21,0,NULL,NULL,2,0,NULL,NULL,NULL,NULL
19590,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,576022,RENEGADE,203,7/21/2025,5:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,NULL,NULL,NULL,NULL,495902,SC,PS,3A,3A,PS,SC,16,NULL,8,16,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,32,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11148,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,991880,LEGEND,209,7/22/2025,6:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,495938,SC,PS,3A,495932,SC,PS,3A,3A,PS,SC,14,4,1,14,0,0,0,0,NULL,NULL,NULL,NULL,7,0,NULL,0,NULL,NULL,NULL,NULL,NULL,28,0,1,0,NULL,NULL,NULL,NULL,NULL,NULL
19590,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,576022,RENEGADE,284,7/25/2025,4:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,495932,SC,PS,3A,495932,SC,PS,3A,3A,PS,SC,12,1,7,11,1,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,24,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
18653,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,960120,LEGACY,219,7/26/2025,5:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,485933,SC,PS,3A,485933,SC,PS,3A,3A,PS,SC,8,1,4,3,5,0,0,0,NULL,NULL,NULL,NULL,1,0,NULL,0,13,0,NULL,NULL,NULL,16,0,1,0,1,0,NULL,NULL,NULL,NULL
18653,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,960120,LEGACY,223,7/30/2025,4:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,495932,SC,PS,3A,NULL,NULL,NULL,NULL,3A,PS,SC,16,4,NULL,16,0,0,0,0,NULL,NULL,NULL,NULL,39,0,NULL,2,NULL,NULL,NULL,0,1,13,0,0,1,4,1,NULL,NULL,NULL,NULL
19590,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,576022,RENEGADE,243,7/31/2025,5:AM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,495932,SC,PS,3A,495932,SC,PS,3A,3A,PS,SC,12,1,7,11,1,0,0,0,NULL,NULL,NULL,NULL,1,0,NULL,0,24,3,NULL,NULL,NULL,NULL,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL
18653,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,960120,LEGACY,227,8/3/2025,4:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,495932,SC,PS,3A,495932,SC,PS,3A,3A,PS,SC,16,3,3,13,3,0,0,0,NULL,NULL,NULL,NULL,38,0,NULL,1,32,0,NULL,NULL,NULL,32,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL
11148,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,991880,LEGEND,235,8/4/2025,5:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,485934,SC,PS,3A,485934,SC,PS,3A,3A,PS,SC,16,1,9,15,1,0,0,0,NULL,NULL,NULL,NULL,1,0,NULL,0,32,0,NULL,NULL,NULL,18,0,4,0,2,0,NULL,NULL,NULL,NULL
19590,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,576022,RENEGADE,247,8/4/2025,6:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,485902,SC,PS,3A,485901,SC,J ,3A,3A,PS,SC,11,1,7,8,3,0,0,0,NULL,NULL,NULL,NULL,1,0,NULL,0,22,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11148,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,991880,LEGEND,237,8/8/2025,4:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,495939,SC,PS,3A,495939,SC,PS,3A,3A,PS,SC,16,2,6,14,2,0,0,0,NULL,NULL,NULL,NULL,3,0,NULL,0,23,0,NULL,NULL,NULL,11,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
19590,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,960120,LEGACY,264,8/11/2025,4:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,495932,SC,PS,3A,495932,SC,PS,3A,3A,PS,SC,17,2,5,14,3,0,0,0,NULL,NULL,NULL,NULL,8,0,NULL,0,31,0,NULL,NULL,NULL,33,0,NULL,NULL,1,0,NULL,NULL,NULL,NULL
19590,11940,SALTWATER SAFARI COMPANY,SEWARD,2511940,576022,RENEGADE,281,8/24/2025,5:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,495902,SC,PS,3A,495902,SC,PS,3A,3A,PS,SC,12,1,7,11,1,0,0,0,1,0,NULL,NULL,2,0,NULL,0,24,0,NULL,7,0,20,0,5,0,2,0,NULL,NULL,NULL,NULL
20986,11781,AURORA CHARTERS,SEWARD,2511781,1225784,ORION,267,8/9/2025,3:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,NULL,NULL,NULL,NULL,485932,SC,J ,3A,3A,PS,SC,6,NULL,3,5,1,0,0,0,NULL,NULL,NULL,NULL,4,0,NULL,0,10,0,NULL,1,0,1,0,6,0,NULL,NULL,NULL,NULL,NULL,NULL
20986,11781,AURORA CHARTERS,SEWARD,2511781,1225784,ORION,270,8/12/2025,4:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,485935,SC,J ,3A,NULL,NULL,NULL,NULL,3A,PS,SC,5,3,NULL,5,0,0,0,0,NULL,NULL,NULL,NULL,14,0,NULL,0,NULL,NULL,NULL,NULL,NULL,8,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
21401,11781,AURORA CHARTERS,SEWARD,2511781,AK3339M,C-HAWK,314,8/14/2025,6:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,485935,SC,J ,3A,NULL,NULL,NULL,NULL,3A,PS,SC,6,3,NULL,2,4,0,0,0,NULL,NULL,NULL,NULL,18,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20986,11781,AURORA CHARTERS,SEWARD,2511781,1225784,ORION,275,8/17/2025,3:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,485935,SC,J ,3A,NULL,NULL,NULL,NULL,3A,PS,SC,3,3,NULL,2,1,0,0,0,NULL,NULL,NULL,NULL,9,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
20986,11781,AURORA CHARTERS,SEWARD,2511781,1225784,ORION,301,8/24/2025,3:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,485935,SC,J ,3A,485934,SC,PS,3A,3A,PS,SC,5,2,3,5,0,0,0,0,NULL,NULL,NULL,NULL,15,0,NULL,0,10,0,NULL,1,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11819,11781,AURORA CHARTERS,SEWARD,2511781,1293985,POLARIS,305,9/4/2025,6:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,485935,SC,J ,3A,496001,SC,PS,3A,3A,PS,SC,9,1,5,9,0,0,0,0,NULL,NULL,NULL,NULL,2,0,NULL,0,15,0,NULL,2,0,18,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL
13207,11781,AURORA CHARTERS,SEWARD,2511781,573172,EMERALD FJORD,331,9/13/2025,4:PM,NULL,SEWARD,1,1,SC,PS,3A,NG   ,NULL,NULL,NULL,NULL,485932,SC,J ,3A,3A,PS,SC,10,NULL,6,10,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,12,0,NULL,NULL,NULL,20,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16202,11789,"KINGFISHER CHARTERS & LODGE, LLC",CRAIG,2511789,AK2087AR,PERSEVERANCE,101,5/31/2025,4:PM,NULL,CRAIG,1,1,SE,B ,2C,B    ,103700,SE,B ,2C,103700,SE,B ,2C,2C,B ,SE,3,5,5,3,0,0,0,0,3,2,0,2,NULL,NULL,NULL,0,3,2,0,1,2,9,1,NULL,NULL,0,5,NULL,NULL,NULL,NULL
16202,11789,"KINGFISHER CHARTERS & LODGE, LLC",CRAIG,2511789,AK2087AR,PERSEVERANCE,107,6/4/2025,4:PM,NULL,CRAIG,1,1,SE,B ,2C,B    ,104400,SE,B ,2C,104400,SE,B ,2C,2C,B ,SE,6,7,3,6,0,0,0,0,5,7,0,2,NULL,NULL,NULL,0,6,16,0,1,5,18,9,NULL,NULL,0,7,NULL,NULL,NULL,NULL
16289,11789,"KINGFISHER CHARTERS & LODGE, LLC",CRAIG,2511789,AK4440AK,JEANNETTE ELAINE,122,6/9/2025,2:PM,NULL,CRAIG,1,1,SE,B ,2C,B    ,104400,SE,B ,2C,104400,SE,B ,2C,2C,B ,SE,6,5,4,6,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,6,0,NULL,1,0,18,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13079,11789,"KINGFISHER CHARTERS & LODGE, LLC",CRAIG,2511789,AK5607AT,FIVE SISTERS,131,6/14/2025,3:PM,NULL,CRAIG,1,1,SE,B ,2C,B    ,104400,SE,B ,2C,104400,SE,B ,2C,2C,B ,SE,5,4,4,5,0,0,0,0,2,0,NULL,NULL,NULL,NULL,NULL,0,5,0,NULL,1,0,15,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
16202,11789,"KINGFISHER CHARTERS & LODGE, LLC",CRAIG,2511789,AK2087AR,PERSEVERANCE,129,6/15/2025,4:PM,NULL,CRAIG,1,1,SE,B ,2C,B    ,104400,SE,B ,2C,104400,SE,B ,2C,2C,B ,SE,3,8,2,3,0,0,0,0,1,10,0,6,NULL,NULL,NULL,0,3,10,NULL,0,1,9,5,NULL,NULL,0,2,NULL,NULL,NULL,NULL
13079,11789,"KINGFISHER CHARTERS & LODGE, LLC",CRAIG,2511789,AK5607AT,FIVE SISTERS,140,6/18/2025,3:PM,NULL,CRAIG,1,1,SE,B ,2C,B    ,104400,SE,B ,2C,104400,SE,B ,2C,2C,B ,SE,3,4,4,3,0,0,0,0,1,0,NULL,NULL,NULL,NULL,NULL,0,3,0,NULL,1,0,9,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
